"Step","melting_runseed=4 - training/episode/reward","melting_runseed=4 - training/episode/reward__MIN","melting_runseed=4 - training/episode/reward__MAX","melting_runseed=3 - training/episode/reward","melting_runseed=3 - training/episode/reward__MIN","melting_runseed=3 - training/episode/reward__MAX","melting_runseed=2 - training/episode/reward","melting_runseed=2 - training/episode/reward__MIN","melting_runseed=2 - training/episode/reward__MAX","melting_runseed=1 - training/episode/reward","melting_runseed=1 - training/episode/reward__MIN","melting_runseed=1 - training/episode/reward__MAX","melting_runseed=0 - training/episode/reward","melting_runseed=0 - training/episode/reward__MIN","melting_runseed=0 - training/episode/reward__MAX"
"17496000","3811","3811","3811","","","","","","","","","","","",""
"17496128","","","","","","","","","","4848","4848","4848","","",""
"17496640","","","","","","","","","","","","","3533","3533","3533"
"17496768","","","","","","","","","","4411","4411","4411","","",""
"17496896","","","","","","","4644","4644","4644","","","","","",""
"17497280","","","","","","","","","","","","","4473","4473","4473"
"17497856","","","","","","","","","","3886","3886","3886","","",""
"17499456","","","","","","","4743","4743","4743","","","","","",""
"17499648","","","","4601","4601","4601","","","","","","","","",""
"17500352","","","","","","","","","","4478","4478","4478","","",""
"17501184","","","","","","","","","","","","","4897","4897","4897"
"17501888","4344","4344","4344","","","","","","","","","","","",""
"17502400","","","","","","","","","","4722","4722","4722","","",""
"17503040","","","","","","","","","","","","","4367","4367","4367"
"17503488","","","","","","","4377","4377","4377","","","","","",""
"17503616","3808","3808","3808","","","","","","","","","","","",""
"17503680","","","","4620","4620","4620","","","","","","","","",""
"17503808","","","","","","","","","","","","","4707","4707","4707"
"17503872","","","","","","","","","","","","","4816","4816","4816"
"17504256","","","","","","","","","","","","","4527","4527","4527"
"17504384","4569","4569","4569","","","","","","","","","","","",""
"17504512","3578","3578","3578","","","","","","","","","","","",""
"17505856","","","","","","","","","","","","","4580","4580","4580"
"17506048","","","","3827","3827","3827","","","","","","","","",""
"17506304","","","","","","","","","","","","","4868","4868","4868"
"17506624","","","","","","","4848","4848","4848","","","","","",""
"17507840","","","","4306","4306","4306","","","","","","","","",""
"17509312","","","","","","","","","","","","","3560","3560","3560"
"17509376","","","","","","","","","","","","","3727","3727","3727"
"17510976","","","","","","","","","","","","","4542","4542","4542"
"17511296","4500","4500","4500","","","","","","","","","","","",""
"17512256","","","","4803","4803","4803","","","","","","","","",""
"17513216","","","","","","","4464","4464","4464","","","","","",""
"17513344","","","","","","","3500","3500","3500","","","","","",""
"17513664","","","","","","","","","","","","","4712","4712","4712"
"17514240","","","","","","","4640","4640","4640","","","","","",""
"17514624","","","","4525","4525","4525","","","","","","","","",""
"17516608","2567","2567","2567","","","","","","","","","","","",""
"17517120","4215","4215","4215","","","","","","","","","","","",""
"17517888","","","","","","","3732","3732","3732","","","","","",""
"17518528","4390","4390","4390","","","","","","","","","","","",""
"17519104","","","","","","","4546","4546","4546","","","","","",""
"17519168","3716","3716","3716","","","","3766","3766","3766","","","","","",""
"17519488","","","","","","","","","","4632","4632","4632","","",""
"17519552","","","","4297","4297","4297","","","","","","","","",""
"17519744","","","","","","","4360","4360","4360","","","","","",""
"17520384","","","","","","","","","","4614","4614","4614","","",""
"17520704","","","","3937","3937","3937","","","","","","","","",""
"17521024","","","","","","","3979","3979","3979","","","","","",""
"17521472","","","","","","","","","","","","","4247","4247","4247"
"17522176","","","","","","","4650","4650","4650","","","","","",""
"17523072","","","","","","","","","","","","","4494","4494","4494"
"17523264","4138","4138","4138","","","","","","","4724","4724","4724","","",""
"17523328","4055","4055","4055","","","","4345","4345","4345","","","","","",""
"17523392","","","","","","","","","","3346","3346","3346","","",""
"17524800","","","","4507","4507","4507","","","","","","","","",""
"17525120","","","","4729","4729","4729","","","","","","","","",""
"17525440","","","","","","","","","","4644","4644","4644","","",""
"17525504","3933","3933","3933","","","","","","","","","","","",""
"17525568","2312","2312","2312","","","","","","","","","","","",""
"17528576","","","","","","","4297","4297","4297","","","","","",""
"17528768","","","","","","","4610","4610","4610","","","","","",""
"17529216","","","","","","","","","","4816","4816","4816","","",""
"17529408","","","","4420","4420","4420","","","","","","","","",""
"17530048","","","","","","","4638","4638","4638","","","","","",""
"17530304","","","","","","","2823","2823","2823","","","","","",""
"17530560","","","","","","","","","","","","","4496","4496","4496"
"17531392","","","","","","","","","","4814","4814","4814","","",""
"17531776","","","","4420","4420","4420","","","","","","","","",""
"17532224","","","","","","","","","","","","","4832","4832","4832"
"17532416","","","","","","","","","","4624","4624","4624","","",""
"17532800","","","","3848","3848","3848","","","","","","","","",""
"17532992","","","","","","","4813","4813","4813","","","","","",""
"17533184","4383","4383","4383","","","","","","","","","","","",""
"17533376","","","","","","","","","","3959","3959","3959","","",""
"17533504","","","","","","","","","","","","","4557","4557","4557"
"17534720","3447","3447","3447","","","","","","","","","","","",""
"17534784","","","","","","","","","","4105","4105","4105","","",""
"17535040","","","","","","","4344","4344","4344","","","","","",""
"17535168","","","","","","","4420","4420","4420","","","","","",""
"17535552","3926","3926","3926","","","","","","","","","","","",""
"17535744","","","","","","","","","","","","","4669","4669","4669"
"17535808","","","","","","","","","","","","","4654","4654","4654"
"17536064","","","","4043","4043","4043","","","","","","","","",""
"17536640","","","","","","","","","","","","","4691","4691","4691"
"17536896","4612","4612","4612","","","","","","","","","","","",""
"17538048","","","","4627","4627","4627","","","","","","","","",""
"17538304","","","","3538","3538","3538","","","","","","","","",""
"17538496","","","","","","","3323","3323","3323","","","","","",""
"17539328","","","","3806","3806","3806","","","","","","","","",""
"17540992","","","","","","","","","","","","","3964","3964","3964"
"17541056","4535","4535","4535","","","","","","","","","","","",""
"17541120","","","","4689","4689","4689","","","","","","","","",""
"17541312","","","","","","","3944","3944","3944","","","","","",""
"17541888","","","","4669","4669","4669","","","","","","","","",""
"17541952","4308","4308","4308","","","","","","","","","","","",""
"17542016","","","","4152","4152","4152","","","","","","","","",""
"17542272","","","","4609","4609","4609","","","","","","","","",""
"17544256","","","","4431","4431","4431","","","","","","","","",""
"17544512","","","","","","","","","","","","","4433","4433","4433"
"17545088","","","","","","","4590","4590","4590","","","","","",""
"17545536","","","","","","","3632","3632","3632","","","","","",""
"17545664","","","","","","","","","","","","","4433","4433","4433"
"17546368","","","","4007","4007","4007","","","","4424","4424","4424","","",""
"17546496","","","","","","","4434","4434","4434","","","","","",""
"17546624","3859","3859","3859","","","","","","","","","","","",""
"17546688","","","","","","","","","","","","","4903","4903","4903"
"17546944","","","","","","","","","","","","","4440","4440","4440"
"17547584","","","","","","","","","","4622","4622","4622","","",""
"17548224","","","","4614","4614","4614","","","","","","","","",""
"17548416","","","","4768","4768","4768","","","","","","","","",""
"17548928","4194","4194","4194","","","","","","","","","","4183","4183","4183"
"17549632","","","","","","","4508","4508","4508","","","","","",""
"17550016","","","","","","","","","","4847","4847","4847","","",""
"17550336","","","","4727","4727","4727","","","","","","","","",""
"17550464","","","","3439","3439","3439","","","","","","","","",""
"17550784","","","","","","","4865","4865","4865","","","","","",""
"17550912","","","","","","","4792","4792","4792","","","","","",""
"17551040","","","","","","","4804","4804","4804","","","","","",""
"17551936","","","","","","","4546","4546","4546","","","","","",""
"17552128","","","","4239","4239","4239","","","","","","","","",""
"17552960","","","","","","","","","","4845","4845","4845","","",""
"17553280","4865","4865","4865","","","","","","","","","","4234","4234","4234"
"17553728","","","","","","","4379","4379","4379","","","","","",""
"17553984","","","","4863","4863","4863","","","","","","","","",""
"17554944","","","","","","","4824","4824","4824","","","","","",""
"17555072","","","","","","","4718","4718","4718","3968","3968","3968","","",""
"17555328","","","","","","","","","","4763","4763","4763","","",""
"17555712","","","","","","","4800","4800","4800","","","","","",""
"17556160","3671","3671","3671","","","","","","","","","","","",""
"17557504","4501","4501","4501","","","","","","","","","","","",""
"17557632","","","","4714","4714","4714","","","","","","","3898","3898","3898"
"17557760","","","","","","","","","","","","","4482","4482","4482"
"17557824","","","","","","","4835","4835","4835","","","","4530","4530","4530"
"17558272","","","","","","","4232","4232","4232","","","","","",""
"17558400","","","","","","","","","","4115","4115","4115","","",""
"17559680","2859","2859","2859","","","","","","","","","","","",""
"17559936","","","","","","","","","","4164","4164","4164","","",""
"17560704","","","","3617","3617","3617","","","","","","","","",""
"17560832","4317","4317","4317","","","","","","","","","","","",""
"17560960","4776","4776","4776","","","","","","","","","","","",""
"17561088","4631","4631","4631","","","","","","","4112","4112","4112","3088","3088","3088"
"17561856","","","","","","","","","","","","","4798","4798","4798"
"17562304","","","","","","","4891","4891","4891","","","","","",""
"17562816","3882","3882","3882","","","","","","","","","","","",""
"17563456","","","","","","","","","","","","","4761","4761","4761"
"17563648","","","","","","","4337","4337","4337","","","","","",""
"17563968","2108","2108","2108","","","","","","","","","","","",""
"17564160","","","","","","","4756","4756","4756","","","","","",""
"17564416","","","","","","","","","","4039","4039","4039","","",""
"17565376","","","","","","","4757","4757","4757","","","","","",""
"17566272","","","","3950","3950","3950","","","","4374","4374","4374","","",""
"17566464","","","","","","","3316","3316","3316","","","","4675","4675","4675"
"17566720","","","","","","","","","","","","","4281","4281","4281"
"17566976","3939","3939","3939","","","","","","","","","","","",""
"17568448","","","","","","","","","","","","","3991","3991","3991"
"17569024","","","","","","","4727","4727","4727","","","","","",""
"17569408","","","","","","","","","","","","","4861","4861","4861"
"17569472","","","","","","","4440","4440","4440","","","","","",""
"17569792","","","","","","","","","","4382","4382","4382","","",""
"17569856","3192","3192","3192","","","","","","","","","","","",""
"17569984","","","","","","","","","","4427","4427","4427","4409","4409","4409"
"17570304","","","","4799","4799","4799","","","","","","","","",""
"17570880","","","","","","","","","","","","","3888","3888","3888"
"17571392","","","","","","","","","","","","","4525","4525","4525"
"17571648","","","","","","","","","","","","","2019","2019","2019"
"17571712","","","","","","","","","","","","","4755","4755","4755"
"17571904","","","","","","","","","","4883","4883","4883","","",""
"17573248","","","","","","","","","","","","","3996","3996","3996"
"17575296","","","","","","","4768","4768","4768","","","","","",""
"17575872","","","","","","","","","","4812","4812","4812","","",""
"17576256","","","","4907","4907","4907","","","","","","","","",""
"17576384","","","","","","","4894","4894","4894","","","","","",""
"17576640","4856","4856","4856","","","","","","","","","","","",""
"17576832","","","","","","","","","","","","","4154","4154","4154"
"17577216","","","","","","","","","","","","","4167","4167","4167"
"17577280","","","","","","","","","","","","","4696","4696","4696"
"17577600","","","","","","","","","","3593","3593","3593","","",""
"17577792","","","","4603","4603","4603","","","","","","","","",""
"17579072","","","","","","","","","","3504","3504","3504","","",""
"17579136","","","","","","","","","","","","","4833","4833","4833"
"17579200","4718","4718","4718","","","","","","","","","","","",""
"17579328","","","","3515","3515","3515","","","","","","","","",""
"17579840","","","","4442","4442","4442","","","","","","","","",""
"17579968","4727","4727","4727","","","","","","","","","","","",""
"17580032","","","","","","","","","","","","","4686","4686","4686"
"17580288","4678","4678","4678","","","","","","","","","","","",""
"17580352","","","","","","","3773","3773","3773","","","","","",""
"17580544","","","","4288","4288","4288","","","","","","","","",""
"17581376","","","","","","","","","","","","","4552","4552","4552"
"17581824","4474","4474","4474","","","","","","","","","","","",""
"17582080","","","","","","","4691","4691","4691","","","","","",""
"17582336","","","","","","","4871","4871","4871","","","","","",""
"17582464","","","","","","","4375","4375","4375","","","","","",""
"17582848","","","","","","","","","","","","","4743","4743","4743"
"17583232","","","","","","","","","","4638","4638","4638","","",""
"17583360","","","","","","","","","","","","","4421","4421","4421"
"17584000","","","","","","","4157","4157","4157","","","","","",""
"17584320","","","","","","","4366","4366","4366","","","","","",""
"17584384","","","","","","","","","","4625","4625","4625","","",""
"17584768","","","","","","","","","","4697","4697","4697","","",""
"17585408","","","","","","","","","","","","","4870","4870","4870"
"17585728","3347","3347","3347","","","","","","","4167","4167","4167","","",""
"17586496","","","","","","","","","","","","","4423","4423","4423"
"17586560","","","","","","","4646","4646","4646","","","","","",""
"17587456","","","","","","","","","","3614","3614","3614","","",""
"17588096","","","","","","","","","","","","","4739","4739","4739"
"17589568","4665","4665","4665","","","","","","","","","","","",""
"17590144","","","","4839","4839","4839","","","","","","","","",""
"17590400","","","","","","","4399","4399","4399","","","","","",""
"17591616","","","","","","","","","","4833","4833","4833","","",""
"17591936","4514","4514","4514","","","","","","","","","","","",""
"17592256","","","","","","","4834","4834","4834","","","","","",""
"17592320","","","","","","","4813","4813","4813","","","","4354","4354","4354"
"17592384","","","","4457","4457","4457","","","","","","","","",""
"17592448","","","","","","","4840","4840","4840","","","","","",""
"17592768","","","","3206","3206","3206","","","","","","","","",""
"17592832","","","","","","","","","","4274","4274","4274","","",""
"17593216","","","","","","","","","","","","","4755","4755","4755"
"17594112","","","","4478","4478","4478","","","","","","","","",""
"17594240","4509","4509","4509","","","","","","","","","","4785","4785","4785"
"17595136","","","","","","","4516","4516","4516","","","","","",""
"17595200","","","","","","","4288","4288","4288","","","","","",""
"17595776","4402","4402","4402","","","","","","","","","","","",""
"17595840","","","","4303","4303","4303","4541","4541","4541","","","","","",""
"17596096","","","","","","","","","","4529","4529","4529","","",""
"17596224","2443","2443","2443","","","","","","","","","","","",""
"17596352","","","","","","","","","","","","","3972","3972","3972"
"17596800","","","","","","","","","","","","","4324","4324","4324"
"17597824","","","","4238","4238","4238","","","","","","","","",""
"17598144","","","","","","","","","","","","","4818","4818","4818"
"17599296","","","","","","","","","","","","","4431","4431","4431"
"17599488","4604","4604","4604","","","","","","","","","","","",""
"17599936","","","","3579","3579","3579","","","","","","","","",""
"17601088","4618","4618","4618","","","","","","","","","","","",""
"17601792","","","","","","","4203","4203","4203","","","","","",""
"17602048","","","","","","","2098","2098","2098","","","","","",""
"17602112","","","","","","","4527","4527","4527","","","","","",""
"17602880","","","","2759","2759","2759","","","","","","","","",""
"17605568","","","","","","","","","","","","","4797","4797","4797"
"17606528","","","","","","","","","","4897","4897","4897","","",""
"17606784","","","","","","","","","","","","","4776","4776","4776"
"17607360","","","","3896","3896","3896","","","","","","","","",""
"17607680","","","","4515","4515","4515","","","","","","","","",""
"17608064","","","","","","","","","","","","","4590","4590","4590"
"17608576","","","","","","","","","","","","","4372","4372","4372"
"17608832","","","","","","","","","","","","","4805","4805","4805"
"17609024","","","","4691","4691","4691","","","","","","","","",""
"17609536","3433","3433","3433","","","","","","","","","","","",""
"17609792","","","","","","","","","","","","","4895","4895","4895"
"17609984","","","","","","","","","","4800","4800","4800","","",""
"17610944","","","","","","","","","","","","","4818","4818","4818"
"17611136","","","","","","","","","","","","","4357","4357","4357"
"17611392","","","","","","","","","","","","","4786","4786","4786"
"17612608","","","","","","","","","","","","","4829","4829","4829"
"17613120","","","","","","","","","","3246","3246","3246","","",""
"17613440","4227","4227","4227","","","","","","","","","","","",""
"17614336","","","","4309","4309","4309","","","","","","","","",""
"17614656","","","","","","","","","","4262","4262","4262","","",""
"17615424","","","","","","","3561","3561","3561","","","","","",""
"17615552","","","","2909","2909","2909","","","","","","","","",""
"17616768","","","","","","","","","","","","","4279","4279","4279"
"17616960","","","","","","","","","","2410","2410","2410","","",""
"17617152","","","","","","","","","","","","","4586","4586","4586"
"17617792","4033","4033","4033","","","","","","","","","","","",""
"17618816","","","","","","","","","","4892","4892","4892","","",""
"17618944","","","","4333","4333","4333","","","","","","","","",""
"17619008","","","","","","","4226","4226","4226","","","","","",""
"17619456","","","","","","","4360","4360","4360","","","","","",""
"17620288","","","","","","","","","","","","","3682","3682","3682"
"17620544","4620","4620","4620","","","","","","","","","","","",""
"17620928","2800","2800","2800","","","","","","","","","","","",""
"17621568","","","","","","","","","","4765","4765","4765","","",""
"17622144","","","","4728","4728","4728","","","","","","","","",""
"17622784","4518","4518","4518","","","","","","","","","","","",""
"17622976","","","","","","","4367","4367","4367","","","","","",""
"17623168","4589","4589","4589","","","","","","","","","","","",""
"17623232","","","","","","","","","","4506","4506","4506","","",""
"17623296","","","","","","","","","","","","","4774","4774","4774"
"17623808","","","","3922","3922","3922","","","","","","","","",""
"17623872","","","","","","","","","","","","","4598","4598","4598"
"17623936","","","","","","","4896","4896","4896","","","","","",""
"17624640","3174","3174","3174","","","","","","","","","","","",""
"17624832","","","","","","","4246","4246","4246","","","","","",""
"17625344","","","","4238","4238","4238","","","","","","","","",""
"17626048","4697","4697","4697","","","","","","","","","","","",""
"17626944","","","","","","","4612","4612","4612","","","","","",""
"17627200","4709","4709","4709","","","","3528","3528","3528","","","","","",""
"17627648","","","","","","","","","","4853","4853","4853","","",""
"17627840","3644","3644","3644","","","","","","","","","","","",""
"17629504","4629","4629","4629","","","","","","","","","","","",""
"17629568","","","","","","","4696","4696","4696","","","","","",""
"17629888","","","","4468","4468","4468","","","","","","","","",""
"17630336","","","","4367","4367","4367","","","","","","","","",""
"17631296","","","","","","","","","","4286","4286","4286","","",""
"17631552","","","","4383","4383","4383","","","","","","","","",""
"17632064","","","","","","","","","","4089","4089","4089","","",""
"17632128","","","","","","","","","","4273","4273","4273","","",""
"17632448","","","","4868","4868","4868","","","","","","","1770","1770","1770"
"17632832","","","","","","","4789","4789","4789","","","","","",""
"17633472","","","","","","","4733","4733","4733","","","","","",""
"17633792","","","","","","","","","","","","","4650","4650","4650"
"17633856","","","","","","","","","","","","","4160","4160","4160"
"17633920","","","","","","","","","","4501","4501","4501","","",""
"17634112","","","","","","","","","","","","","4542","4542","4542"
"17634176","","","","","","","","","","","","","4686","4686","4686"
"17634560","3775","3775","3775","","","","","","","","","","","",""
"17634624","","","","","","","","","","","","","4250","4250","4250"
"17635072","","","","4473","4473","4473","","","","","","","","",""
"17635456","","","","","","","","","","4487","4487","4487","","",""
"17636608","4591","4591","4591","","","","","","","","","","","",""
"17636864","4366","4366","4366","","","","","","","","","","","",""
"17637952","","","","","","","4781","4781","4781","","","","","",""
"17638272","","","","","","","4677","4677","4677","","","","","",""
"17638720","","","","","","","","","","4732","4732","4732","","",""
"17639040","","","","","","","4299","4299","4299","","","","","",""
"17639168","","","","4035","4035","4035","","","","","","","","",""
"17639232","","","","","","","","","","","","","3657","3657","3657"
"17639360","","","","4748","4748","4748","","","","","","","","",""
"17639488","4220","4220","4220","","","","","","","","","","","",""
"17639616","","","","","","","","","","","","","4564","4564","4564"
"17639872","4047","4047","4047","","","","","","","","","","","",""
"17640640","","","","","","","","","","","","","4766","4766","4766"
"17640768","","","","4897","4897","4897","","","","","","","","",""
"17641344","","","","","","","","","","","","","4755","4755","4755"
"17642304","","","","","","","4801","4801","4801","4495","4495","4495","","",""
"17642688","","","","","","","3631","3631","3631","","","","","",""
"17642752","","","","","","","","","","4643","4643","4643","","",""
"17642816","","","","","","","4631","4631","4631","","","","","",""
"17643072","","","","4402","4402","4402","","","","","","","","",""
"17643136","4396","4396","4396","","","","","","","","","","","",""
"17643392","","","","","","","4090","4090","4090","","","","","",""
"17643520","","","","","","","4889","4889","4889","","","","","",""
"17643968","","","","","","","","","","4845","4845","4845","","",""
"17644288","","","","3502","3502","3502","","","","","","","","",""
"17644352","2447","2447","2447","","","","","","","","","","","",""
"17644736","","","","4768","4768","4768","4763","4763","4763","","","","","",""
"17645376","4501","4501","4501","","","","","","","","","","","",""
"17645440","","","","4415","4415","4415","","","","","","","","",""
"17646016","","","","4918","4918","4918","","","","","","","","",""
"17646272","","","","","","","4179","4179","4179","","","","4192","4192","4192"
"17647296","","","","3186","3186","3186","","","","","","","","",""
"17647680","","","","","","","","","","4011","4011","4011","","",""
"17647872","3968","3968","3968","","","","","","","","","","","",""
"17648256","4111","4111","4111","","","","","","","","","","","",""
"17648768","","","","","","","","","","4467","4467","4467","","",""
"17648896","","","","4504","4504","4504","","","","","","","","",""
"17649216","","","","","","","4263","4263","4263","","","","","",""
"17649920","","","","","","","","","","3798","3798","3798","","",""
"17650176","","","","","","","3719","3719","3719","","","","","",""
"17650752","","","","4681","4681","4681","","","","","","","","",""
"17651328","","","","","","","","","","4295","4295","4295","","",""
"17651520","","","","","","","","","","3934","3934","3934","","",""
"17651712","","","","","","","","","","4754","4754","4754","","",""
"17651776","","","","4806","4806","4806","","","","","","","","",""
"17652032","","","","","","","","","","","","","4663","4663","4663"
"17652160","","","","","","","","","","4908","4908","4908","","",""
"17653952","","","","4676","4676","4676","","","","","","","","",""
"17654528","","","","4035","4035","4035","","","","","","","","",""
"17655360","","","","","","","","","","3889","3889","3889","","",""
"17656832","","","","","","","4705","4705","4705","","","","","",""
"17657152","4132","4132","4132","","","","","","","","","","","",""
"17657536","","","","","","","","","","4464","4464","4464","","",""
"17657792","","","","4321","4321","4321","","","","4529","4529","4529","","",""
"17657984","","","","","","","","","","4699","4699","4699","4623","4623","4623"
"17658112","","","","","","","","","","4722","4722","4722","","",""
"17658368","","","","","","","4913","4913","4913","","","","","",""
"17658880","","","","4288","4288","4288","","","","","","","","",""
"17659008","4618","4618","4618","","","","","","","","","","","",""
"17659264","","","","","","","","","","4296","4296","4296","","",""
"17659520","4330","4330","4330","","","","","","","","","","","",""
"17660032","","","","","","","","","","4297","4297","4297","","",""
"17660288","","","","","","","","","","4359","4359","4359","","",""
"17660800","","","","4653","4653","4653","","","","","","","","",""
"17661120","","","","4333","4333","4333","","","","","","","","",""
"17662016","","","","","","","3875","3875","3875","","","","","",""
"17662336","","","","3801","3801","3801","","","","","","","","",""
"17663232","","","","","","","","","","","","","3159","3159","3159"
"17663360","","","","","","","","","","4562","4562","4562","","",""
"17663616","","","","4358","4358","4358","","","","","","","","",""
"17664128","4615","4615","4615","","","","","","","","","","","",""
"17665088","","","","","","","","","","","","","4346","4346","4346"
"17666176","","","","","","","","","","","","","4065","4065","4065"
"17666496","","","","","","","","","","","","","4574","4574","4574"
"17666752","","","","","","","","","","","","","4128","4128","4128"
"17667648","","","","","","","4604","4604","4604","","","","","",""
"17667712","","","","","","","","","","","","","3780","3780","3780"
"17667840","","","","4704","4704","4704","","","","","","","","",""
"17668416","","","","","","","","","","","","","3671","3671","3671"
"17668736","","","","","","","","","","4788","4788","4788","","",""
"17669440","","","","","","","","","","","","","4237","4237","4237"
"17669568","","","","4119","4119","4119","","","","","","","","",""
"17669696","","","","4632","4632","4632","","","","","","","","",""
"17669824","","","","4473","4473","4473","","","","","","","","",""
"17669888","","","","4743","4743","4743","","","","","","","","",""
"17670080","","","","4645","4645","4645","","","","","","","","",""
"17670336","","","","","","","","","","","","","4421","4421","4421"
"17670400","4152","4152","4152","","","","","","","","","","","",""
"17670464","","","","","","","","","","4311","4311","4311","","",""
"17670528","","","","3695","3695","3695","","","","","","","","",""
"17670848","","","","","","","","","","","","","3803","3803","3803"
"17670976","","","","4708","4708","4708","","","","","","","","",""
"17671232","","","","","","","4567","4567","4567","","","","","",""
"17671296","4645","4645","4645","","","","","","","","","","","",""
"17671360","","","","","","","","","","","","","4911","4911","4911"
"17671680","","","","","","","","","","","","","4690","4690","4690"
"17671936","","","","","","","","","","4544","4544","4544","","",""
"17672192","","","","","","","","","","","","","4504","4504","4504"
"17672256","","","","","","","","","","3871","3871","3871","","",""
"17673920","","","","","","","","","","","","","4833","4833","4833"
"17674560","4242","4242","4242","","","","","","","","","","","",""
"17674624","","","","","","","","","","4760","4760","4760","","",""
"17674816","","","","","","","","","","4734","4734","4734","","",""
"17674880","","","","","","","4599","4599","4599","","","","","",""
"17675136","","","","","","","","","","4634","4634","4634","","",""
"17676672","2952","2952","2952","","","","","","","","","","","",""
"17677120","4172","4172","4172","","","","","","","","","","","",""
"17677504","","","","","","","","","","4800","4800","4800","","",""
"17677568","","","","4455","4455","4455","","","","","","","","",""
"17678080","4710","4710","4710","","","","","","","","","","","",""
"17678592","","","","","","","","","","4714","4714","4714","","",""
"17679360","4104","4104","4104","","","","","","","","","","","",""
"17679488","","","","","","","","","","4694","4694","4694","","",""
"17679616","","","","","","","4053","4053","4053","","","","","",""
"17679680","","","","","","","4097","4097","4097","","","","","",""
"17680128","","","","","","","","","","","","","4784","4784","4784"
"17681280","","","","4672","4672","4672","","","","","","","","",""
"17681792","","","","","","","","","","","","","3990","3990","3990"
"17681856","","","","","","","4413","4413","4413","","","","","",""
"17682048","","","","","","","","","","","","","4787","4787","4787"
"17682304","","","","","","","","","","","","","4527","4527","4527"
"17682432","","","","","","","","","","3474","3474","3474","","",""
"17682752","","","","","","","4385","4385","4385","","","","","",""
"17683072","","","","","","","","","","","","","4759","4759","4759"
"17683136","","","","","","","","","","","","","4735","4735","4735"
"17684032","","","","","","","","","","3981","3981","3981","","",""
"17684608","4852","4852","4852","","","","","","","","","","","",""
"17684672","","","","","","","","","","","","","3696","3696","3696"
"17684928","","","","4513","4513","4513","","","","","","","","",""
"17684992","","","","","","","4456","4456","4456","","","","","",""
"17685248","","","","","","","","","","4712","4712","4712","","",""
"17685952","","","","","","","","","","","","","4030","4030","4030"
"17686080","","","","","","","","","","","","","4593","4593","4593"
"17686272","","","","4739","4739","4739","","","","","","","","",""
"17686336","","","","","","","","","","4516","4516","4516","","",""
"17686400","","","","","","","","","","4774","4774","4774","3803","3803","3803"
"17686464","","","","","","","","","","","","","4874","4874","4874"
"17687040","","","","","","","","","","","","","4683","4683","4683"
"17687168","","","","","","","","","","","","","3370","3370","3370"
"17687744","","","","","","","","","","4553","4553","4553","","",""
"17687872","","","","","","","","","","","","","3733","3733","3733"
"17688256","4543","4543","4543","","","","","","","","","","","",""
"17688384","","","","","","","","","","3906","3906","3906","","",""
"17688512","3276","3276","3276","","","","","","","","","","","",""
"17689024","4302","4302","4302","","","","","","","","","","","",""
"17689536","","","","","","","","","","","","","4756","4756","4756"
"17689984","","","","4075","4075","4075","","","","","","","","",""
"17690560","","","","","","","","","","4673","4673","4673","","",""
"17690816","","","","","","","4404","4404","4404","","","","","",""
"17691328","","","","","","","","","","4791","4791","4791","","",""
"17691456","4596","4596","4596","","","","","","","","","","","",""
"17691712","4880","4880","4880","","","","","","","","","","","",""
"17691840","","","","","","","4465","4465","4465","","","","","",""
"17692672","","","","4885","4885","4885","","","","","","","","",""
"17692800","","","","","","","4279","4279","4279","","","","","",""
"17693184","","","","","","","","","","","","","4295","4295","4295"
"17694336","","","","","","","","","","","","","3235","3235","3235"
"17694400","","","","","","","","","","4813","4813","4813","","",""
"17694464","","","","","","","4768","4768","4768","","","","","",""
"17694592","3487","3487","3487","","","","","","","","","","","",""
"17694720","","","","","","","","","","3705","3705","3705","","",""
"17695104","","","","4655","4655","4655","","","","","","","","",""
"17695296","","","","","","","","","","4753","4753","4753","","",""
"17696128","","","","3620","3620","3620","","","","","","","","",""
"17696960","","","","","","","","","","","","","4605","4605","4605"
"17697152","","","","","","","","","","4729","4729","4729","","",""
"17697472","","","","4689","4689","4689","","","","","","","","",""
"17698048","","","","","","","","","","4315","4315","4315","","",""
"17698496","4886","4886","4886","","","","","","","4276","4276","4276","","",""
"17699712","","","","4890","4890","4890","","","","4791","4791","4791","","",""
"17700224","","","","","","","","","","4662","4662","4662","","",""
"17700544","","","","4531","4531","4531","","","","","","","","",""
"17701696","4402","4402","4402","","","","","","","","","","","",""
"17701888","","","","","","","","","","","","","4891","4891","4891"
"17702080","","","","4594","4594","4594","","","","","","","","",""
"17702144","","","","","","","4683","4683","4683","","","","","",""
"17702656","","","","4370","4370","4370","","","","","","","","",""
"17703296","","","","","","","","","","4700","4700","4700","","",""
"17704000","","","","","","","","","","","","","4181","4181","4181"
"17705664","","","","4887","4887","4887","","","","","","","","",""
"17706496","3353","3353","3353","","","","","","","","","","","",""
"17706688","4447","4447","4447","","","","","","","","","","","",""
"17706880","","","","","","","","","","3819","3819","3819","","",""
"17706944","","","","","","","4796","4796","4796","","","","","",""
"17707200","","","","","","","","","","4603","4603","4603","","",""
"17707840","","","","","","","","","","4747","4747","4747","","",""
"17707968","4175","4175","4175","","","","3736","3736","3736","","","","","",""
"17708288","","","","","","","4602","4602","4602","","","","","",""
"17708736","","","","","","","","","","","","","4716","4716","4716"
"17709504","","","","","","","","","","4804","4804","4804","","",""
