"Step","melting_runseed=4 - training/episode/reward","melting_runseed=4 - training/episode/reward__MIN","melting_runseed=4 - training/episode/reward__MAX","melting_runseed=3 - training/episode/reward","melting_runseed=3 - training/episode/reward__MIN","melting_runseed=3 - training/episode/reward__MAX","melting_runseed=2 - training/episode/reward","melting_runseed=2 - training/episode/reward__MIN","melting_runseed=2 - training/episode/reward__MAX","melting_runseed=1 - training/episode/reward","melting_runseed=1 - training/episode/reward__MIN","melting_runseed=1 - training/episode/reward__MAX","melting_runseed=0 - training/episode/reward","melting_runseed=0 - training/episode/reward__MIN","melting_runseed=0 - training/episode/reward__MAX"
"26514176","4590","4590","4590","","","","","","","","","","","",""
"26514240","","","","","","","","","","","","","4655","4655","4655"
"26514432","4811","4811","4811","","","","","","","","","","","",""
"26514496","","","","","","","4665","4665","4665","","","","","",""
"26514624","","","","","","","","","","","","","4858","4858","4858"
"26514688","","","","","","","4560","4560","4560","","","","","",""
"26514752","","","","","","","","","","4073","4073","4073","","",""
"26515328","4690","4690","4690","","","","","","","","","","","",""
"26515392","4399","4399","4399","","","","","","","4755","4755","4755","","",""
"26515520","","","","","","","4660","4660","4660","","","","","",""
"26515584","","","","4735","4735","4735","4710","4710","4710","4162","4162","4162","4395","4395","4395"
"26515904","","","","","","","","","","","","","3697","3697","3697"
"26515968","","","","4327","4327","4327","","","","","","","","",""
"26516096","","","","","","","","","","4716","4716","4716","","",""
"26516416","","","","","","","","","","","","","4641","4641","4641"
"26516672","","","","3757","3757","3757","","","","","","","","",""
"26516928","4587","4587","4587","","","","","","","","","","","",""
"26517888","","","","4831","4831","4831","","","","4497","4497","4497","","",""
"26518144","","","","","","","","","","","","","4749","4749","4749"
"26518720","4767","4767","4767","","","","","","","","","","","",""
"26519232","","","","","","","","","","4205","4205","4205","","",""
"26519360","","","","","","","4433","4433","4433","4936","4936","4936","","",""
"26519424","","","","","","","","","","4909","4909","4909","","",""
"26519488","","","","","","","","","","4876","4876","4876","","",""
"26519680","4791","4791","4791","","","","","","","","","","","",""
"26520000","4672","4672","4672","","","","","","","","","","","",""
"26520064","","","","4094","4094","4094","","","","","","","","",""
"26520256","","","","","","","","","","","","","4772","4772","4772"
"26520320","","","","4880","4880","4880","","","","","","","","",""
"26520512","","","","","","","","","","","","","4870","4870","4870"
"26521216","","","","4296","4296","4296","","","","","","","","",""
"26521472","","","","4849","4849","4849","","","","","","","","",""
"26521600","4688","4688","4688","","","","","","","","","","","",""
"26521792","4320","4320","4320","","","","","","","","","","","",""
"26522816","","","","4815","4815","4815","","","","","","","","",""
"26523200","","","","","","","4753","4753","4753","","","","","",""
"26523648","4867","4867","4867","","","","","","","","","","","",""
"26523712","","","","4243","4243","4243","4679","4679","4679","","","","","",""
"26524224","","","","4865","4865","4865","","","","","","","","",""
"26524480","4773","4773","4773","","","","","","","4691","4691","4691","","",""
"26525120","","","","","","","","","","","","","4802","4802","4802"
"26526080","","","","4906","4906","4906","","","","","","","","",""
"26526528","","","","","","","","","","4739","4739","4739","","",""
"26526848","","","","4678","4678","4678","","","","","","","","",""
"26526912","","","","","","","","","","","","","4900","4900","4900"
"26527040","","","","","","","","","","","","","4540","4540","4540"
"26527168","","","","","","","","","","","","","4502","4502","4502"
"26527232","","","","4910","4910","4910","","","","","","","","",""
"26527296","","","","4722","4722","4722","","","","","","","","",""
"26527424","","","","","","","","","","","","","4759","4759","4759"
"26527488","","","","","","","","","","","","","4814","4814","4814"
"26527552","","","","","","","","","","","","","4853","4853","4853"
"26527744","","","","","","","4066","4066","4066","","","","","",""
"26527808","4723","4723","4723","","","","","","","","","","","",""
"26528192","4839","4839","4839","","","","","","","","","","","",""
"26528448","","","","","","","","","","4612","4612","4612","","",""
"26528576","4108","4108","4108","","","","","","","","","","","",""
"26528640","4601","4601","4601","","","","","","","","","","","",""
"26528704","","","","","","","3179","3179","3179","","","","","",""
"26528768","","","","","","","","","","","","","4806","4806","4806"
"26529024","4884","4884","4884","3927","3927","3927","","","","","","","","",""
"26529152","","","","","","","","","","4785","4785","4785","","",""
"26529856","","","","4551","4551","4551","","","","","","","","",""
"26530176","","","","","","","4580","4580","4580","","","","","",""
"26530368","4836","4836","4836","","","","","","","","","","","",""
"26530496","","","","","","","3546","3546","3546","","","","","",""
"26530560","","","","","","","","","","4598","4598","4598","","",""
"26530688","","","","4621","4621","4621","","","","","","","","",""
"26531072","","","","","","","","","","4678","4678","4678","","",""
"26531136","","","","4677","4677","4677","","","","","","","","",""
"26531648","","","","","","","4015","4015","4015","","","","","",""
"26532224","4837","4837","4837","","","","","","","","","","","",""
"26532544","","","","","","","","","","","","","4476","4476","4476"
"26532864","4799","4799","4799","","","","","","","","","","","",""
"26533056","","","","","","","","","","","","","4642","4642","4642"
"26533120","","","","4822","4822","4822","","","","","","","","",""
"26533184","","","","4803","4803","4803","","","","","","","","",""
"26533376","","","","4629","4629","4629","","","","","","","","",""
"26533440","","","","","","","","","","","","","4899","4899","4899"
"26533632","","","","","","","","","","4779","4779","4779","","",""
"26533824","4260","4260","4260","","","","","","","","","","","",""
"26533888","","","","4166","4166","4166","","","","","","","","",""
"26534208","","","","","","","","","","","","","4669","4669","4669"
"26534272","","","","","","","4707","4707","4707","","","","","",""
"26534464","","","","","","","4757","4757","4757","","","","","",""
"26534528","","","","","","","","","","","","","4877","4877","4877"
"26534720","4861","4861","4861","","","","","","","","","","","",""
"26534976","4457","4457","4457","","","","","","","","","","","",""
"26535488","4407","4407","4407","","","","","","","","","","","",""
"26535552","","","","","","","4853","4853","4853","","","","","",""
"26536448","","","","4856","4856","4856","4682","4682","4682","","","","","",""
"26536576","4130","4130","4130","","","","","","","","","","","",""
"26536704","4488","4488","4488","","","","","","","","","","","",""
"26537536","","","","","","","","","","4411","4411","4411","","",""
"26537728","","","","4877","4877","4877","","","","","","","","",""
"26537792","","","","","","","","","","","","","4818","4818","4818"
"26538048","","","","","","","4891","4891","4891","","","","","",""
"26538112","","","","4491","4491","4491","","","","","","","","",""
"26538560","","","","4799","4799","4799","","","","4812","4812","4812","","",""
"26538816","4670","4670","4670","","","","","","","","","","","",""
"26538944","","","","","","","","","","4454","4454","4454","","",""
"26539200","","","","4813","4813","4813","4821","4821","4821","","","","","",""
"26539584","4618","4618","4618","","","","","","","","","","","",""
"26539840","4896","4896","4896","","","","","","","","","","","",""
"26539968","","","","","","","","","","4517","4517","4517","","",""
"26540416","","","","4890","4890","4890","","","","","","","","",""
"26540672","","","","","","","","","","","","","4311","4311","4311"
"26540736","","","","4730","4730","4730","","","","","","","","",""
"26540928","","","","","","","4855","4855","4855","","","","","",""
"26541248","","","","","","","","","","4622","4622","4622","","",""
"26541376","","","","","","","4825","4825","4825","","","","","",""
"26541440","","","","4779","4779","4779","","","","","","","4656","4656","4656"
"26541760","","","","4877","4877","4877","","","","","","","","",""
"26543232","","","","4585","4585","4585","","","","","","","","",""
"26543552","","","","4806","4806","4806","","","","","","","","",""
"26543680","","","","4797","4797","4797","","","","","","","","",""
"26544192","","","","","","","4596","4596","4596","","","","","",""
"26544256","","","","","","","4864","4864","4864","","","","","",""
"26545024","","","","4767","4767","4767","","","","","","","","",""
"26545472","","","","","","","","","","","","","4877","4877","4877"
"26545792","","","","","","","","","","","","","4642","4642","4642"
"26546048","","","","4535","4535","4535","","","","","","","","",""
"26546112","","","","","","","4791","4791","4791","","","","","",""
"26546560","4485","4485","4485","","","","","","","","","","","",""
"26546624","4725","4725","4725","","","","","","","","","","","",""
"26546816","","","","","","","","","","","","","4718","4718","4718"
"26546880","","","","","","","4488","4488","4488","","","","","",""
"26547264","","","","","","","","","","","","","4453","4453","4453"
"26547328","","","","","","","","","","4650","4650","4650","","",""
"26547456","","","","4836","4836","4836","","","","4862","4862","4862","","",""
"26547648","","","","","","","","","","4760","4760","4760","","",""
"26548416","","","","4880","4880","4880","","","","","","","","",""
"26548480","","","","","","","4364","4364","4364","","","","","",""
"26548544","4846","4846","4846","","","","","","","4828","4828","4828","","",""
"26549120","","","","","","","4845","4845","4845","","","","","",""
"26549376","","","","","","","","","","","","","4657","4657","4657"
"26549888","","","","4537","4537","4537","","","","","","","","",""
"26550400","","","","","","","4274","4274","4274","","","","","",""
"26550464","","","","","","","4697","4697","4697","","","","","",""
"26550784","","","","","","","4421","4421","4421","","","","","",""
"26551040","","","","","","","","","","4881","4881","4881","","",""
"26551360","","","","","","","4661","4661","4661","","","","","",""
"26551552","4470","4470","4470","4512","4512","4512","","","","","","","","",""
"26552512","","","","","","","4871","4871","4871","","","","","",""
"26552704","4690","4690","4690","","","","","","","","","","","",""
"26552896","","","","","","","","","","4660","4660","4660","","",""
"26553664","","","","","","","","","","3264","3264","3264","","",""
"26554688","","","","","","","","","","","","","4713","4713","4713"
"26555584","","","","4763","4763","4763","4822","4822","4822","","","","","",""
"26555840","","","","","","","","","","","","","4503","4503","4503"
"26556096","","","","4671","4671","4671","","","","","","","","",""
"26556160","4750","4750","4750","4635","4635","4635","","","","","","","","",""
"26556352","","","","","","","4866","4866","4866","4504","4504","4504","","",""
"26556672","4779","4779","4779","","","","","","","","","","","",""
"26557120","","","","","","","","","","4866","4866","4866","","",""
"26557184","","","","","","","","","","4519","4519","4519","","",""
"26557248","","","","4617","4617","4617","","","","","","","","",""
"26557440","4861","4861","4861","","","","","","","","","","","",""
"26557568","","","","","","","4587","4587","4587","","","","","",""
"26557824","","","","","","","","","","","","","4818","4818","4818"
"26558080","","","","4756","4756","4756","","","","","","","","",""
"26558464","","","","","","","4172","4172","4172","","","","","",""
"26558528","","","","","","","","","","4208","4208","4208","","",""
"26558848","4825","4825","4825","","","","","","","","","","","",""
"26559232","","","","4754","4754","4754","","","","4628","4628","4628","","",""
"26559616","4611","4611","4611","","","","","","","4705","4705","4705","","",""
"26559936","","","","4676","4676","4676","","","","","","","","",""
"26560128","","","","","","","","","","4292","4292","4292","","",""
"26560448","","","","","","","4844","4844","4844","","","","","",""
"26560576","","","","","","","4774","4774","4774","","","","","",""
"26560640","4859","4859","4859","","","","","","","","","","","",""
"26560768","","","","","","","","","","4442","4442","4442","","",""
"26560896","","","","4790","4790","4790","","","","","","","","",""
"26561152","","","","","","","4520","4520","4520","","","","","",""
"26561216","","","","","","","4516","4516","4516","","","","","",""
"26561664","4740","4740","4740","","","","","","","4769","4769","4769","","",""
"26561856","","","","","","","","","","4362","4362","4362","","",""
"26562048","","","","","","","","","","","","","4170","4170","4170"
"26562112","","","","4749","4749","4749","","","","","","","","",""
"26562304","","","","","","","","","","4382","4382","4382","","",""
"26562624","4640","4640","4640","","","","","","","","","","","",""
"26563136","","","","","","","","","","","","","4666","4666","4666"
"26563392","","","","4905","4905","4905","","","","","","","","",""
"26563712","","","","4585","4585","4585","","","","","","","","",""
"26563776","","","","","","","","","","4830","4830","4830","","",""
"26564672","","","","","","","","","","4574","4574","4574","","",""
"26564928","","","","","","","4899","4899","4899","","","","","",""
"26564992","","","","","","","4464","4464","4464","","","","","",""
"26565120","","","","","","","","","","4289","4289","4289","","",""
"26565184","","","","4781","4781","4781","","","","","","","","",""
"26565312","","","","","","","4860","4860","4860","","","","","",""
"26565504","","","","4756","4756","4756","","","","","","","","",""
"26565824","","","","","","","","","","","","","4830","4830","4830"
"26566144","","","","4619","4619","4619","","","","","","","","",""
"26566208","3962","3962","3962","","","","","","","","","","","",""
"26567168","","","","","","","4776","4776","4776","","","","","",""
"26567616","","","","","","","4746","4746","4746","","","","","",""
"26567680","4514","4514","4514","4623","4623","4623","","","","","","","","",""
"26567808","","","","4428","4428","4428","","","","","","","","",""
"26568000","4064","4064","4064","","","","","","","","","","","",""
"26568128","","","","4639","4639","4639","","","","","","","","",""
"26568320","","","","","","","","","","","","","4643","4643","4643"
"26568640","4377","4377","4377","","","","","","","","","","","",""
"26568896","","","","4355","4355","4355","","","","","","","4822","4822","4822"
"26569088","","","","4846","4846","4846","","","","","","","","",""
"26569152","","","","","","","","","","","","","4510","4510","4510"
"26569344","","","","","","","4452","4452","4452","","","","","",""
"26569792","","","","4767","4767","4767","","","","","","","","",""
"26570112","4604","4604","4604","","","","","","","","","","","",""
"26570176","","","","4840","4840","4840","","","","","","","","",""
"26570304","","","","4460","4460","4460","","","","","","","","",""
"26570496","4740","4740","4740","","","","","","","","","","","",""
"26571072","","","","","","","","","","","","","4525","4525","4525"
"26571712","","","","","","","","","","4324","4324","4324","","",""
"26571776","","","","","","","","","","4810","4810","4810","","",""
"26572160","","","","","","","","","","4497","4497","4497","","",""
"26572224","","","","4470","4470","4470","","","","","","","4412","4412","4412"
"26572544","","","","","","","4893","4893","4893","","","","","",""
"26572800","","","","","","","","","","4795","4795","4795","","",""
"26572864","","","","","","","","","","","","","4741","4741","4741"
"26573312","4857","4857","4857","","","","","","","","","","","",""
"26573696","","","","4650","4650","4650","","","","","","","4711","4711","4711"
"26573824","","","","","","","","","","3911","3911","3911","","",""
"26574080","","","","","","","4807","4807","4807","","","","","",""
"26574336","","","","","","","4665","4665","4665","","","","","",""
"26574528","","","","","","","","","","4710","4710","4710","","",""
"26574656","","","","4892","4892","4892","","","","4813","4813","4813","","",""
"26575040","","","","4491","4491","4491","","","","","","","","",""
"26575296","","","","","","","","","","","","","4718","4718","4718"
"26575488","","","","","","","","","","4673","4673","4673","","",""
"26575680","","","","","","","","","","","","","4485","4485","4485"
"26575936","","","","","","","","","","4690","4690","4690","","",""
"26576320","4697","4697","4697","","","","","","","","","","","",""
"26576448","","","","","","","","","","4823","4823","4823","","",""
"26576896","","","","","","","","","","4849","4849","4849","","",""
"26576960","4516","4516","4516","","","","4444","4444","4444","","","","","",""
"26577664","4405","4405","4405","","","","","","","","","","","",""
"26577728","","","","4662","4662","4662","","","","","","","","",""
"26578240","","","","","","","","","","","","","4747","4747","4747"
"26578432","","","","4611","4611","4611","","","","","","","","",""
"26578496","","","","4818","4818","4818","4894","4894","4894","","","","","",""
"26578624","","","","","","","","","","4665","4665","4665","","",""
"26579008","","","","","","","","","","4009","4009","4009","","",""
"26579072","4866","4866","4866","","","","","","","","","","","",""
"26579200","4477","4477","4477","","","","","","","","","","","",""
"26579264","","","","","","","4670","4670","4670","","","","","",""
"26579328","","","","","","","4894","4894","4894","","","","","",""
"26579712","","","","4788","4788","4788","","","","","","","","",""
"26580096","","","","4752","4752","4752","","","","","","","4876","4876","4876"
"26580864","","","","4796","4796","4796","","","","","","","","",""
"26580992","","","","","","","","","","4769","4769","4769","","",""
"26581376","","","","4738","4738","4738","","","","","","","","",""
"26581824","","","","","","","4198","4198","4198","","","","","",""
"26581952","4605","4605","4605","","","","","","","","","","","",""
"26582016","","","","4626","4626","4626","","","","","","","","",""
"26582144","4561","4561","4561","","","","","","","","","","","",""
"26582208","","","","","","","","","","4682","4682","4682","","",""
"26582528","","","","","","","","","","","","","4677","4677","4677"
"26583744","","","","","","","4479","4479","4479","","","","4753","4753","4753"
"26584384","","","","","","","4908","4908","4908","","","","","",""
"26584448","4600","4600","4600","","","","4332","4332","4332","","","","4782","4782","4782"
"26584512","","","","","","","4758","4758","4758","","","","","",""
"26584832","4176","4176","4176","","","","","","","","","","","",""
"26584960","","","","","","","4687","4687","4687","","","","","",""
"26585152","","","","","","","4872","4872","4872","","","","","",""
"26585472","","","","4878","4878","4878","","","","","","","","",""
"26585600","","","","","","","","","","4903","4903","4903","","",""
"26586112","","","","","","","4866","4866","4866","4792","4792","4792","","",""
"26586240","","","","","","","","","","","","","4681","4681","4681"
"26586368","","","","","","","","","","4827","4827","4827","","",""
"26586496","","","","","","","","","","","","","4548","4548","4548"
"26586624","","","","4898","4898","4898","","","","","","","","",""
"26586688","","","","4526","4526","4526","","","","","","","","",""
"26586816","","","","","","","","","","","","","4705","4705","4705"
"26587328","","","","","","","4753","4753","4753","","","","","",""
"26587392","","","","","","","","","","4788","4788","4788","","",""
"26587968","","","","","","","","","","4540","4540","4540","","",""
"26588288","","","","4501","4501","4501","","","","","","","","",""
"26588416","","","","","","","","","","","","","4826","4826","4826"
"26588608","4449","4449","4449","4817","4817","4817","","","","","","","","",""
"26588800","","","","","","","","","","4859","4859","4859","","",""
"26589120","","","","","","","4758","4758","4758","","","","","",""
"26589184","","","","","","","4731","4731","4731","","","","","",""
"26589440","","","","","","","4144","4144","4144","","","","","",""
"26589504","","","","4284","4284","4284","","","","","","","","",""
"26590784","","","","","","","","","","","","","4475","4475","4475"
"26590976","","","","","","","","","","4309","4309","4309","","",""
"26591168","","","","","","","","","","4228","4228","4228","","",""
"26591232","","","","","","","","","","","","","4346","4346","4346"
"26591424","","","","","","","","","","4545","4545","4545","","",""
"26591680","4679","4679","4679","","","","","","","","","","","",""
"26591808","4536","4536","4536","","","","","","","","","","","",""
"26592192","","","","","","","4686","4686","4686","","","","","",""
"26592320","","","","4783","4783","4783","","","","","","","","",""
"26592896","","","","","","","4074","4074","4074","","","","","",""
"26592960","","","","","","","","","","","","","4537","4537","4537"
"26593152","","","","","","","4756","4756","4756","","","","","",""
"26593472","","","","4762","4762","4762","","","","","","","","",""
"26593792","","","","4744","4744","4744","","","","4858","4858","4858","4824","4824","4824"
"26593856","","","","4869","4869","4869","","","","","","","","",""
"26593920","","","","","","","","","","4653","4653","4653","","",""
"26594048","4849","4849","4849","","","","","","","","","","","",""
"26594368","","","","","","","","","","4815","4815","4815","","",""
"26594432","","","","","","","","","","","","","4372","4372","4372"
"26594624","","","","","","","","","","4664","4664","4664","","",""
"26594816","","","","","","","4344","4344","4344","","","","","",""
"26594944","","","","","","","","","","4749","4749","4749","","",""
"26595072","","","","","","","","","","","","","4823","4823","4823"
"26595520","","","","","","","4074","4074","4074","","","","","",""
"26595584","","","","","","","","","","4536","4536","4536","","",""
"26595712","","","","","","","","","","","","","4759","4759","4759"
"26595904","","","","4411","4411","4411","","","","","","","","",""
"26596160","","","","","","","","","","3983","3983","3983","","",""
"26596224","","","","","","","","","","","","","4753","4753","4753"
"26596416","","","","","","","4824","4824","4824","","","","","",""
"26596672","","","","4789","4789","4789","","","","","","","","",""
"26597184","","","","4145","4145","4145","","","","4638","4638","4638","","",""
"26597376","","","","4522","4522","4522","","","","","","","","",""
"26597568","","","","","","","","","","","","","4802","4802","4802"
"26598464","","","","","","","4826","4826","4826","","","","","",""
"26598592","","","","","","","4690","4690","4690","","","","","",""
"26598784","","","","","","","4614","4614","4614","","","","","",""
"26598912","","","","","","","","","","","","","4789","4789","4789"
"26599168","4731","4731","4731","","","","","","","","","","","",""
"26599360","","","","","","","4888","4888","4888","","","","","",""
"26599552","","","","","","","4619","4619","4619","","","","","",""
"26599616","","","","","","","","","","4641","4641","4641","","",""
"26599744","","","","","","","","","","4898","4898","4898","","",""
"26599872","","","","","","","","","","","","","4687","4687","4687"
"26600256","4561","4561","4561","","","","","","","","","","","",""
"26600384","4664","4664","4664","","","","","","","","","","","",""
"26600704","","","","4887","4887","4887","","","","","","","","",""
"26601280","4641","4641","4641","","","","","","","","","","4499","4499","4499"
"26601472","4785","4785","4785","","","","","","","","","","","",""
"26602880","4823","4823","4823","","","","","","","","","","","",""
"26603008","","","","","","","","","","4740","4740","4740","","",""
"26603072","","","","4882","4882","4882","","","","","","","","",""
"26603136","","","","","","","","","","4663","4663","4663","","",""
"26603264","","","","","","","","","","","","","4454","4454","4454"
"26603520","","","","","","","","","","","","","4720","4720","4720"
"26603776","","","","","","","","","","4803","4803","4803","","",""
"26603840","","","","","","","4933","4933","4933","","","","","",""
"26603904","","","","","","","","","","","","","4829","4829","4829"
"26604672","","","","","","","","","","4368","4368","4368","","",""
"26604736","","","","4882","4882","4882","","","","","","","","",""
"26604928","4558","4558","4558","","","","","","","","","","","",""
"26605120","4181","4181","4181","","","","","","","","","","","",""
"26605312","","","","","","","4439","4439","4439","","","","","",""
"26605760","","","","4650","4650","4650","","","","","","","","",""
"26605824","","","","","","","","","","","","","4331","4331","4331"
"26605888","","","","4225","4225","4225","","","","","","","","",""
"26606016","4777","4777","4777","","","","","","","","","","","",""
"26606144","","","","","","","","","","","","","4855","4855","4855"
"26606336","","","","","","","","","","4573","4573","4573","","",""
"26606912","","","","","","","4871","4871","4871","","","","","",""
"26607296","4846","4846","4846","","","","","","","","","","","",""
"26607488","","","","","","","","","","4903","4903","4903","","",""
"26607552","","","","","","","","","","","","","4759","4759","4759"
"26607872","","","","3308","3308","3308","","","","","","","","",""
"26608064","","","","","","","","","","4784","4784","4784","","",""
"26608448","","","","","","","4927","4927","4927","","","","","",""
"26608576","","","","","","","","","","4778","4778","4778","","",""
"26609088","","","","","","","","","","","","","4866","4866","4866"
"26609152","","","","","","","","","","4560","4560","4560","","",""
"26609280","","","","","","","","","","4867","4867","4867","","",""
"26609408","4775","4775","4775","","","","","","","","","","","",""
"26609920","","","","","","","","","","","","","4768","4768","4768"
"26610240","","","","4825","4825","4825","","","","","","","","",""
"26610304","","","","","","","4696","4696","4696","","","","","",""
"26611072","","","","","","","4299","4299","4299","","","","","",""
"26611200","","","","","","","4698","4698","4698","","","","","",""
"26611328","","","","","","","","","","","","","4682","4682","4682"
"26611840","","","","","","","","","","4736","4736","4736","","",""
"26611968","","","","","","","","","","4855","4855","4855","","",""
"26612160","","","","4867","4867","4867","","","","","","","","",""
"26612352","4601","4601","4601","","","","","","","","","","","",""
"26612480","4919","4919","4919","","","","","","","","","","","",""
"26612608","","","","","","","","","","","","","4592","4592","4592"
"26612800","4787","4787","4787","","","","","","","","","","","",""
"26612928","","","","","","","","","","4118","4118","4118","","",""
"26613056","","","","","","","3940","3940","3940","","","","","",""
"26613312","","","","","","","4772","4772","4772","","","","","",""
"26613376","","","","","","","4877","4877","4877","","","","","",""
"26613568","","","","","","","4523","4523","4523","","","","","",""
"26614144","","","","","","","","","","","","","4861","4861","4861"
"26615040","","","","","","","","","","4932","4932","4932","","",""
"26615168","","","","","","","4903","4903","4903","4364","4364","4364","","",""
"26615296","","","","","","","","","","","","","3963","3963","3963"
"26616000","4843","4843","4843","","","","","","","","","","","",""
"26616064","","","","","","","","","","","","","4338","4338","4338"
"26616320","4776","4776","4776","","","","","","","","","","","",""
"26616896","","","","","","","4756","4756","4756","","","","","",""
"26616960","","","","","","","","","","","","","4586","4586","4586"
"26617088","","","","","","","","","","4876","4876","4876","","",""
"26617152","","","","","","","","","","","","","4848","4848","4848"
"26617408","","","","","","","","","","","","","4727","4727","4727"
"26617472","","","","","","","","","","4914","4914","4914","","",""
"26617600","","","","","","","","","","","","","4785","4785","4785"
"26617664","4648","4648","4648","","","","","","","","","","","",""
"26618048","","","","","","","","","","4817","4817","4817","","",""
"26618496","4764","4764","4764","","","","","","","","","","4364","4364","4364"
"26618560","","","","4919","4919","4919","4789","4789","4789","","","","","",""
"26618624","","","","","","","","","","4703","4703","4703","","",""
"26619328","","","","4910","4910","4910","","","","","","","","",""
"26619584","4700","4700","4700","4747","4747","4747","","","","","","","","",""
"26619776","","","","","","","","","","","","","4624","4624","4624"
"26619968","4910","4910","4910","","","","","","","","","","","",""
"26620096","4196","4196","4196","","","","4708","4708","4708","","","","","",""
"26620224","4731","4731","4731","","","","","","","","","","","",""
"26620352","","","","","","","4825","4825","4825","","","","","",""
"26620544","4664","4664","4664","","","","","","","","","","","",""
"26620800","4765","4765","4765","","","","","","","","","","","",""
"26620864","","","","4659","4659","4659","","","","","","","","",""
"26620992","","","","","","","","","","","","","4476","4476","4476"
"26621248","4406","4406","4406","","","","","","","","","","","",""
"26621312","","","","","","","","","","","","","4783","4783","4783"
"26621760","","","","4750","4750","4750","","","","","","","","",""
"26621824","","","","","","","4438","4438","4438","4708","4708","4708","","",""
"26622336","","","","3817","3817","3817","4687","4687","4687","","","","","",""
"26622592","","","","4605","4605","4605","","","","","","","","",""
"26622720","","","","","","","4391","4391","4391","","","","","",""
"26623232","","","","4860","4860","4860","","","","","","","","",""
"26623296","","","","3682","3682","3682","","","","","","","","",""
"26623616","","","","","","","","","","4615","4615","4615","","",""
"26624192","4778","4778","4778","","","","","","","","","","","",""
"26624640","","","","","","","","","","4717","4717","4717","","",""
"26624768","","","","","","","4854","4854","4854","","","","","",""
"26625408","","","","","","","4819","4819","4819","","","","","",""
"26625728","","","","","","","","","","4381","4381","4381","","",""
"26625920","3722","3722","3722","","","","","","","","","","","",""
"26625984","","","","","","","4570","4570","4570","","","","","",""
"26626048","","","","","","","4766","4766","4766","","","","","",""
"26626176","4848","4848","4848","","","","","","","","","","","",""
"26626368","","","","4491","4491","4491","4883","4883","4883","","","","","",""
"26626432","","","","","","","","","","","","","4787","4787","4787"
"26626496","4845","4845","4845","","","","","","","","","","","",""
"26626880","","","","4740","4740","4740","","","","","","","","",""
"26627136","","","","","","","","","","","","","4517","4517","4517"
"26627456","","","","","","","","","","4019","4019","4019","","",""
"26627520","","","","","","","","","","","","","4850","4850","4850"
"26627904","4641","4641","4641","","","","","","","","","","","",""
"26627968","","","","","","","","","","","","","2974","2974","2974"
"26628160","4644","4644","4644","","","","","","","","","","","",""
"26628416","","","","4709","4709","4709","","","","","","","","",""
"26628672","","","","","","","","","","4787","4787","4787","","",""
"26628736","4867","4867","4867","","","","4841","4841","4841","","","","","",""
"26628928","4180","4180","4180","","","","","","","","","","","",""
"26628992","","","","","","","","","","4700","4700","4700","","",""
"26629056","4888","4888","4888","","","","","","","","","","","",""
"26629120","4821","4821","4821","","","","","","","4869","4869","4869","","",""
"26629376","","","","","","","","","","","","","4539","4539","4539"
"26629632","","","","","","","4910","4910","4910","","","","4393","4393","4393"
"26629824","4885","4885","4885","","","","","","","","","","","",""
"26630336","4719","4719","4719","","","","","","","","","","","",""
"26630848","3877","3877","3877","","","","","","","","","","","",""
"26630976","","","","4667","4667","4667","","","","","","","","",""
"26631104","","","","","","","","","","","","","4803","4803","4803"
"26631552","","","","4869","4869","4869","","","","","","","","",""
"26632000","4419","4419","4419","","","","","","","","","","","",""
"26632704","","","","","","","4762","4762","4762","","","","","",""
"26632960","","","","","","","","","","","","","4567","4567","4567"
"26633024","","","","","","","4675","4675","4675","","","","","",""
"26633536","","","","","","","4825","4825","4825","","","","","",""
"26633728","4751","4751","4751","","","","","","","","","","","",""
"26633856","4926","4926","4926","","","","","","","","","","","",""
"26634560","","","","","","","","","","4721","4721","4721","","",""
"26634816","","","","4753","4753","4753","","","","","","","","",""
"26635008","4763","4763","4763","","","","","","","","","","","",""
"26635328","","","","4905","4905","4905","","","","","","","","",""
"26635392","","","","","","","","","","4675","4675","4675","","",""
"26635456","","","","4445","4445","4445","","","","","","","","",""
"26635520","","","","","","","","","","","","","4375","4375","4375"
"26635584","","","","","","","","","","","","","4859","4859","4859"
"26636416","","","","","","","4672","4672","4672","","","","","",""
"26636480","","","","","","","","","","4721","4721","4721","","",""
"26636608","","","","","","","","","","","","","4791","4791","4791"
"26637440","","","","4705","4705","4705","","","","","","","","",""
"26637824","","","","","","","","","","","","","4481","4481","4481"
"26637888","","","","","","","","","","","","","4583","4583","4583"
"26638080","","","","","","","","","","","","","4670","4670","4670"
"26638400","","","","","","","","","","","","","4722","4722","4722"
"26638528","4605","4605","4605","","","","","","","","","","4806","4806","4806"
"26638784","4439","4439","4439","","","","","","","","","","","",""
"26638848","","","","4713","4713","4713","","","","","","","","",""
"26638976","","","","","","","","","","4631","4631","4631","","",""
"26639040","","","","","","","4859","4859","4859","","","","","",""
"26639296","","","","","","","4707","4707","4707","","","","","",""
"26639360","4674","4674","4674","","","","","","","","","","","",""
"26639424","","","","4863","4863","4863","","","","","","","","",""
"26639680","","","","","","","","","","4669","4669","4669","","",""
"26639744","","","","4791","4791","4791","","","","","","","","",""
"26639808","4837","4837","4837","","","","","","","","","","","",""
"26640000","","","","4786","4786","4786","","","","","","","","",""
"26640128","4846","4846","4846","","","","","","","","","","","",""
"26641024","","","","","","","","","","4275","4275","4275","","",""
