"Step","melting_self_runseed=4 - training/episode/reward","melting_self_runseed=4 - training/episode/reward__MIN","melting_self_runseed=4 - training/episode/reward__MAX","melting_self_runseed=3 - training/episode/reward","melting_self_runseed=3 - training/episode/reward__MIN","melting_self_runseed=3 - training/episode/reward__MAX","melting_self_runseed=2 - training/episode/reward","melting_self_runseed=2 - training/episode/reward__MIN","melting_self_runseed=2 - training/episode/reward__MAX","melting_self_runseed=1 - training/episode/reward","melting_self_runseed=1 - training/episode/reward__MIN","melting_self_runseed=1 - training/episode/reward__MAX","melting_self_runseed=0 - training/episode/reward","melting_self_runseed=0 - training/episode/reward__MIN","melting_self_runseed=0 - training/episode/reward__MAX"
"21576896","3236","3236","3236","","","","","","","","","","","",""
"21576960","","","","","","","","","","","","","4279","4279","4279"
"21577088","","","","","","","","","","","","","4677","4677","4677"
"21578112","4453","4453","4453","","","","","","","","","","","",""
"21578240","","","","","","","","","","","","","3982","3982","3982"
"21578496","","","","4807","4807","4807","","","","","","","","",""
"21578560","4862","4862","4862","","","","","","","","","","","",""
"21580224","","","","4075","4075","4075","","","","","","","","",""
"21580672","","","","","","","4820","4820","4820","","","","","",""
"21580928","","","","","","","4792","4792","4792","","","","","",""
"21581504","4617","4617","4617","","","","","","","","","","4714","4714","4714"
"21581632","","","","","","","","","","","","","4838","4838","4838"
"21581824","4873","4873","4873","","","","","","","","","","","",""
"21581952","","","","","","","","","","","","","3510","3510","3510"
"21582656","","","","4757","4757","4757","","","","","","","","",""
"21583296","","","","","","","3815","3815","3815","","","","","",""
"21583488","","","","4618","4618","4618","","","","","","","","",""
"21584000","","","","","","","","","","","","","4890","4890","4890"
"21584256","","","","","","","","","","4710","4710","4710","","",""
"21584640","","","","4704","4704","4704","","","","4746","4746","4746","","",""
"21584960","","","","4379","4379","4379","","","","","","","","",""
"21585344","","","","","","","","","","4561","4561","4561","","",""
"21585792","","","","","","","","","","","","","4572","4572","4572"
"21586368","","","","","","","","","","","","","4743","4743","4743"
"21586688","","","","4760","4760","4760","","","","","","","","",""
"21587072","","","","","","","","","","","","","4599","4599","4599"
"21587200","","","","","","","","","","","","","4918","4918","4918"
"21587264","","","","","","","4776","4776","4776","","","","","",""
"21587328","","","","","","","","","","","","","4668","4668","4668"
"21587520","","","","","","","3804","3804","3804","","","","4784","4784","4784"
"21587648","","","","4808","4808","4808","","","","","","","","",""
"21587776","","","","4273","4273","4273","","","","","","","","",""
"21587840","4443","4443","4443","","","","","","","","","","","",""
"21588032","","","","","","","","","","3982","3982","3982","","",""
"21588160","","","","3626","3626","3626","","","","","","","","",""
"21588864","","","","4675","4675","4675","","","","","","","","",""
"21589120","","","","4756","4756","4756","","","","","","","","",""
"21589248","","","","","","","4827","4827","4827","","","","","",""
"21589760","","","","","","","","","","","","","4720","4720","4720"
"21589952","","","","4463","4463","4463","","","","","","","","",""
"21590336","","","","","","","4025","4025","4025","","","","","",""
"21590400","","","","","","","4851","4851","4851","","","","","",""
"21590464","","","","","","","","","","","","","4549","4549","4549"
"21590976","4941","4941","4941","","","","4455","4455","4455","","","","","",""
"21591296","","","","","","","4839","4839","4839","","","","","",""
"21591552","","","","","","","","","","4743","4743","4743","","",""
"21592832","","","","4886","4886","4886","","","","","","","","",""
"21592896","","","","","","","","","","4828","4828","4828","","",""
"21593344","","","","","","","4555","4555","4555","","","","","",""
"21593408","","","","","","","","","","","","","4744","4744","4744"
"21593536","","","","4769","4769","4769","","","","","","","","",""
"21593664","","","","4378","4378","4378","","","","","","","","",""
"21594240","","","","","","","","","","","","","4792","4792","4792"
"21594624","","","","4548","4548","4548","","","","4649","4649","4649","","",""
"21595008","","","","","","","4668","4668","4668","","","","","",""
"21595136","","","","","","","","","","4830","4830","4830","","",""
"21595200","4844","4844","4844","","","","","","","","","","","",""
"21595264","","","","4843","4843","4843","","","","","","","","",""
"21595584","","","","","","","4895","4895","4895","","","","","",""
"21595712","","","","","","","4899","4899","4899","","","","","",""
"21595904","4874","4874","4874","","","","4813","4813","4813","","","","","",""
"21595968","4001","4001","4001","4370","4370","4370","","","","","","","","",""
"21596224","","","","","","","","","","4545","4545","4545","","",""
"21596288","","","","4751","4751","4751","","","","","","","","",""
"21596416","","","","4457","4457","4457","","","","","","","","",""
"21596480","3792","3792","3792","","","","4828","4828","4828","","","","","",""
"21596544","","","","","","","","","","","","","4849","4849","4849"
"21596608","","","","","","","","","","","","","4001","4001","4001"
"21596928","","","","","","","","","","","","","4899","4899","4899"
"21597440","","","","","","","","","","4288","4288","4288","","",""
"21598144","","","","","","","3545","3545","3545","","","","","",""
"21598464","","","","","","","","","","4458","4458","4458","","",""
"21598656","","","","","","","","","","","","","4822","4822","4822"
"21599104","","","","","","","4712","4712","4712","","","","","",""
"21600192","","","","","","","","","","4899","4899","4899","","",""
"21600832","","","","","","","","","","4344","4344","4344","","",""
"21601024","","","","","","","","","","","","","4825","4825","4825"
"21602240","","","","","","","","","","","","","4800","4800","4800"
"21602624","4850","4850","4850","","","","","","","","","","","",""
"21602688","","","","","","","","","","","","","4535","4535","4535"
"21602816","","","","","","","","","","4350","4350","4350","","",""
"21603072","","","","","","","4113","4113","4113","","","","","",""
"21603904","","","","4630","4630","4630","","","","","","","","",""
"21604224","","","","","","","","","","","","","3837","3837","3837"
"21604352","","","","","","","4863","4863","4863","","","","","",""
"21604608","4627","4627","4627","","","","","","","","","","","",""
"21604864","","","","","","","","","","4448","4448","4448","","",""
"21605120","","","","4857","4857","4857","","","","","","","","",""
"21605184","","","","","","","4084","4084","4084","","","","","",""
"21605312","","","","","","","","","","4671","4671","4671","","",""
"21605632","4477","4477","4477","","","","","","","","","","","",""
"21605760","","","","","","","","","","4735","4735","4735","","",""
"21606144","","","","","","","","","","4737","4737","4737","","",""
"21606336","","","","","","","","","","4473","4473","4473","","",""
"21606720","4831","4831","4831","","","","","","","","","","","",""
"21607104","","","","4766","4766","4766","","","","","","","","",""
"21607488","","","","","","","","","","4390","4390","4390","","",""
"21607808","","","","","","","3391","3391","3391","","","","","",""
"21608448","","","","","","","","","","","","","4778","4778","4778"
"21608576","4391","4391","4391","","","","","","","","","","","",""
"21608640","","","","","","","","","","","","","4817","4817","4817"
"21608960","4178","4178","4178","","","","","","","","","","","",""
"21609856","","","","","","","","","","","","","4559","4559","4559"
"21610048","4652","4652","4652","","","","","","","","","","","",""
"21610240","","","","","","","","","","","","","4882","4882","4882"
"21610496","","","","4257","4257","4257","","","","","","","","",""
"21611008","4791","4791","4791","","","","","","","","","","","",""
"21611072","","","","","","","","","","","","","4098","4098","4098"
"21611584","","","","","","","4620","4620","4620","","","","","",""
"21611776","","","","","","","","","","4816","4816","4816","","",""
"21611840","","","","","","","","","","4657","4657","4657","","",""
"21612160","","","","4711","4711","4711","","","","","","","","",""
"21612352","","","","","","","4671","4671","4671","","","","4879","4879","4879"
"21612736","4760","4760","4760","","","","","","","","","","","",""
"21613248","","","","","","","","","","","","","4343","4343","4343"
"21613376","","","","","","","4194","4194","4194","","","","","",""
"21613696","","","","4386","4386","4386","","","","","","","","",""
"21613888","4681","4681","4681","","","","","","","","","","","",""
"21613952","4652","4652","4652","","","","","","","","","","","",""
"21614016","","","","4868","4868","4868","","","","","","","","",""
"21614144","","","","4913","4913","4913","","","","","","","","",""
"21614400","","","","","","","","","","","","","3843","3843","3843"
"21614592","","","","","","","","","","4624","4624","4624","","",""
"21615232","","","","","","","","","","","","","4330","4330","4330"
"21616000","","","","","","","4805","4805","4805","","","","","",""
"21616320","","","","","","","","","","","","","4845","4845","4845"
"21616832","","","","","","","","","","","","","4605","4605","4605"
"21616896","","","","","","","","","","","","","4695","4695","4695"
"21616960","","","","","","","","","","","","","4892","4892","4892"
"21617152","","","","","","","","","","4303","4303","4303","","",""
"21617280","","","","","","","4701","4701","4701","","","","","",""
"21617472","","","","3920","3920","3920","","","","","","","","",""
"21617920","","","","","","","","","","4750","4750","4750","","",""
"21618176","","","","4906","4906","4906","","","","","","","","",""
"21619392","","","","","","","","","","","","","4297","4297","4297"
"21619584","","","","","","","4248","4248","4248","","","","","",""
"21619904","","","","4264","4264","4264","","","","","","","4487","4487","4487"
"21619968","","","","","","","4406","4406","4406","","","","","",""
"21620416","","","","","","","4853","4853","4853","","","","","",""
"21620672","","","","","","","","","","4862","4862","4862","","",""
"21620736","","","","","","","4575","4575","4575","","","","","",""
"21620864","","","","4804","4804","4804","","","","","","","","",""
"21620992","","","","","","","","","","4825","4825","4825","","",""
"21621696","4598","4598","4598","","","","","","","","","","","",""
"21621760","4693","4693","4693","","","","4621","4621","4621","","","","","",""
"21621824","","","","","","","","","","","","","4680","4680","4680"
"21622144","","","","","","","4672","4672","4672","","","","","",""
"21622208","4709","4709","4709","","","","","","","","","","","",""
"21622848","3774","3774","3774","","","","","","","","","","","",""
"21624064","4793","4793","4793","","","","","","","","","","","",""
"21624512","","","","","","","4812","4812","4812","","","","","",""
"21624640","","","","4368","4368","4368","","","","","","","4918","4918","4918"
"21624768","","","","4765","4765","4765","","","","","","","","",""
"21625664","","","","","","","4477","4477","4477","","","","","",""
"21626112","4657","4657","4657","","","","","","","","","","","",""
"21626560","","","","","","","","","","4681","4681","4681","","",""
"21627008","","","","","","","","","","4592","4592","4592","","",""
