"Step","baseline_runseed=4 - training/episode/reward","baseline_runseed=4 - training/episode/reward__MIN","baseline_runseed=4 - training/episode/reward__MAX","baseline_runseed=3 - training/episode/reward","baseline_runseed=3 - training/episode/reward__MIN","baseline_runseed=3 - training/episode/reward__MAX","baseline_runseed=2 - training/episode/reward","baseline_runseed=2 - training/episode/reward__MIN","baseline_runseed=2 - training/episode/reward__MAX","baseline_runseed=1 - training/episode/reward","baseline_runseed=1 - training/episode/reward__MIN","baseline_runseed=1 - training/episode/reward__MAX","baseline_runseed=0 - training/episode/reward","baseline_runseed=0 - training/episode/reward__MIN","baseline_runseed=0 - training/episode/reward__MAX"
"24040384","","","","","","","","","","150","150","150","","",""
"24040640","","","","","","","","","","","","","4674","4674","4674"
"24041280","","","","","","","","","","-5000","-5000","-5000","","",""
"24042176","","","","","","","","","","4359","4359","4359","","",""
"24043200","","","","","","","","","","","","","4498","4498","4498"
"24043648","","","","","","","","","","","","","4759","4759","4759"
"24044736","","","","","","","","","","4333","4333","4333","","",""
"24045120","","","","","","","-5000","-5000","-5000","","","","","",""
"24045632","","","","","","","","","","","","","4742","4742","4742"
"24045888","","","","","","","563","563","563","","","","","",""
"24045952","411","411","411","2168","2168","2168","","","","","","","","",""
"24046144","","","","","","","","","","","","","4400","4400","4400"
"24046208","","","","","","","","","","4074","4074","4074","","",""
"24046400","","","","","","","","","","","","","4659","4659","4659"
"24046592","","","","","","","2562","2562","2562","","","","","",""
"24046784","","","","","","","","","","","","","4354","4354","4354"
"24047232","","","","-5000","-5000","-5000","","","","","","","","",""
"24047680","","","","","","","2908","2908","2908","","","","","",""
"24047808","","","","","","","","","","","","","4657","4657","4657"
"24048064","","","","","","","","","","438","438","438","","",""
"24048192","","","","","","","3777","3777","3777","","","","4348","4348","4348"
"24048576","4019","4019","4019","","","","","","","","","","","",""
"24049024","","","","","","","-5000","-5000","-5000","4120","4120","4120","","",""
"24049088","","","","","","","","","","3256","3256","3256","","",""
"24051136","","","","","","","","","","","","","4396","4396","4396"
"24051200","-5000","-5000","-5000","","","","","","","","","","4857","4857","4857"
"24052288","","","","","","","","","","","","","4647","4647","4647"
"24052864","","","","","","","","","","","","","4849","4849","4849"
"24053056","","","","","","","","","","","","","4837","4837","4837"
"24053184","","","","","","","3186","3186","3186","","","","","",""
"24053568","","","","","","","","","","","","","4463","4463","4463"
"24054400","-5000","-5000","-5000","","","","","","","","","","","",""
"24055040","","","","","","","-5000","-5000","-5000","","","","","",""
"24055680","","","","","","","","","","","","","4632","4632","4632"
"24055872","","","","","","","2164","2164","2164","","","","","",""
"24056064","","","","-5000","-5000","-5000","","","","","","","","",""
"24056448","","","","2800","2800","2800","","","","","","","","",""
"24056768","","","","","","","","","","4339","4339","4339","","",""
"24056832","","","","","","","","","","3260","3260","3260","","",""
"24056960","","","","","","","","","","4368","4368","4368","","",""
"24059136","","","","","","","","","","1484","1484","1484","","",""
"24060096","","","","","","","","","","","","","4658","4658","4658"
"24060672","","","","","","","","","","4683","4683","4683","","",""
"24061376","","","","","","","","","","4285","4285","4285","","",""
"24062336","","","","","","","","","","2666","2666","2666","","",""
"24063360","","","","","","","2852","2852","2852","","","","","",""
"24063552","-5000","-5000","-5000","","","","","","","","","","","",""
"24063744","","","","","","","465","465","465","","","","","",""
"24064640","","","","","","","4395","4395","4395","","","","","",""
"24064896","-5000","-5000","-5000","","","","","","","","","","","",""
"24065152","","","","","","","","","","","","","4707","4707","4707"
"24065728","","","","1459","1459","1459","","","","","","","4054","4054","4054"
"24066816","","","","","","","","","","","","","4841","4841","4841"
"24067264","","","","","","","-5000","-5000","-5000","","","","","",""
"24068160","","","","","","","","","","","","","4539","4539","4539"
"24068416","","","","2727","2727","2727","","","","","","","","",""
"24068928","-5000","-5000","-5000","","","","","","","","","","","",""
"24069184","","","","","","","","","","4104","4104","4104","","",""
"24070080","","","","","","","","","","","","","4885","4885","4885"
"24070848","","","","","","","","","","","","","4178","4178","4178"
"24070976","","","","","","","","","","1727","1727","1727","","",""
"24071296","","","","","","","","","","4776","4776","4776","","",""
"24072320","3959","3959","3959","","","","","","","","","","","",""
"24073024","","","","","","","","","","3697","3697","3697","","",""
"24073792","","","","","","","","","","","","","4861","4861","4861"
"24075328","","","","","","","","","","-5000","-5000","-5000","","",""
"24075392","","","","","","","","","","4380","4380","4380","","",""
"24075584","","","","","","","","","","3603","3603","3603","","",""
"24075968","","","","","","","","","","","","","4599","4599","4599"
"24076160","","","","-5000","-5000","-5000","","","","","","","","",""
"24076992","","","","","","","","","","","","","3850","3850","3850"
"24077312","","","","","","","","","","-5000","-5000","-5000","","",""
"24077696","","","","","","","","","","2665","2665","2665","","",""
"24077824","","","","","","","","","","","","","4890","4890","4890"
"24077888","","","","","","","","","","","","","4797","4797","4797"
"24078912","852","852","852","","","","","","","","","","","",""
"24079296","-5000","-5000","-5000","","","","","","","","","","","",""
"24080128","","","","","","","","","","3307","3307","3307","","",""
"24080896","","","","","","","","","","","","","4508","4508","4508"
"24081536","","","","","","","","","","","","","4552","4552","4552"
"24081728","","","","","","","-5000","-5000","-5000","","","","","",""
"24082688","","","","","","","","","","","","","4534","4534","4534"
"24083520","","","","2895","2895","2895","","","","","","","","",""
"24083776","","","","","","","","","","2981","2981","2981","","",""
"24083904","","","","","","","","","","","","","4371","4371","4371"
"24085760","","","","","","","","","","","","","4791","4791","4791"
"24085888","","","","","","","","","","4772","4772","4772","","",""
"24086080","","","","","","","","","","3746","3746","3746","","",""
"24086208","","","","","","","","","","2916","2916","2916","","",""
"24086464","","","","-5000","-5000","-5000","","","","","","","","",""
"24087744","2515","2515","2515","","","","","","","","","","","",""
"24088704","","","","","","","","","","","","","4197","4197","4197"
"24088832","-5000","-5000","-5000","","","","","","","","","","","",""
"24089472","","","","","","","","","","","","","3968","3968","3968"
"24089920","","","","2375","2375","2375","","","","","","","","",""
"24090304","","","","","","","","","","","","","4787","4787","4787"
"24090432","","","","","","","","","","4535","4535","4535","","",""
"24090624","","","","","","","","","","1370","1370","1370","","",""
"24090688","-5000","-5000","-5000","","","","","","","","","","","",""
"24092480","","","","-5000","-5000","-5000","","","","","","","","",""
"24092544","","","","","","","","","","","","","4085","4085","4085"
"24092672","","","","","","","","","","","","","4689","4689","4689"
"24093440","","","","3556","3556","3556","","","","","","","","",""
"24093568","","","","","","","-5000","-5000","-5000","1699","1699","1699","","",""
"24095296","","","","","","","","","","3792","3792","3792","","",""
"24095360","","","","","","","2394","2394","2394","","","","","",""
"24095616","","","","-5000","-5000","-5000","","","","","","","","",""
"24096640","","","","","","","","","","","","","4825","4825","4825"
"24097216","","","","","","","","","","4091","4091","4091","","",""
"24097472","","","","","","","","","","2798","2798","2798","","",""
"24098432","","","","644","644","644","","","","","","","","",""
"24098560","","","","","","","","","","4227","4227","4227","","",""
"24098688","","","","","","","-5000","-5000","-5000","","","","","",""
"24098752","","","","","","","652","652","652","","","","","",""
"24098880","-5000","-5000","-5000","","","","","","","","","","","",""
"24099648","","","","","","","","","","","","","4932","4932","4932"
"24101312","","","","","","","","","","3283","3283","3283","","",""
"24101440","","","","","","","","","","","","","4813","4813","4813"
"24101952","","","","","","","","","","","","","4451","4451","4451"
"24102272","","","","","","","","","","2955","2955","2955","","",""
"24103040","","","","3520","3520","3520","","","","","","","","",""
"24103936","","","","","","","-5000","-5000","-5000","","","","","",""
"24104000","","","","","","","","","","","","","4831","4831","4831"
"24105024","","","","","","","","","","4611","4611","4611","","",""
"24105344","3135","3135","3135","","","","","","","","","","","",""
"24106880","3637","3637","3637","","","","","","","","","","","",""
"24107520","","","","","","","","","","","","","4798","4798","4798"
"24108352","","","","285","285","285","","","","","","","","",""
"24109568","","","","","","","1802","1802","1802","","","","","",""
"24109632","","","","-5000","-5000","-5000","","","","","","","","",""
"24110912","","","","","","","1304","1304","1304","","","","","",""
"24111296","","","","","","","","","","","","","4897","4897","4897"
"24112448","","","","3961","3961","3961","","","","","","","","",""
"24113472","","","","","","","","","","","","","4745","4745","4745"
"24113536","","","","","","","","","","4749","4749","4749","","",""
"24113856","","","","","","","","","","","","","4267","4267","4267"
"24114048","-5000","-5000","-5000","","","","","","","","","","","",""
"24114112","","","","","","","","","","3812","3812","3812","","",""
"24114240","","","","","","","","","","","","","4731","4731","4731"
"24114880","","","","","","","","","","","","","4468","4468","4468"
"24115648","","","","","","","","","","","","","4258","4258","4258"
"24116096","","","","","","","","","","","","","4679","4679","4679"
"24116736","","","","","","","","","","3540","3540","3540","","",""
"24116800","-5000","-5000","-5000","","","","","","","","","","","",""
"24116928","","","","3569","3569","3569","","","","","","","","",""
"24118080","","","","2554","2554","2554","","","","","","","","",""
"24118400","","","","","","","","","","","","","4749","4749","4749"
"24119296","","","","","","","-5000","-5000","-5000","","","","","",""
"24119616","","","","","","","","","","","","","4910","4910","4910"
"24120000","-5000","-5000","-5000","","","","","","","","","","","",""
"24120384","","","","","","","3535","3535","3535","","","","","",""
"24120704","","","","","","","","","","","","","4679","4679","4679"
"24121792","","","","","","","","","","4406","4406","4406","","",""
"24122432","","","","","","","","","","3414","3414","3414","","",""
"24122624","","","","","","","3411","3411","3411","","","","","",""
"24122816","3799","3799","3799","","","","","","","","","","","",""
"24123072","","","","277","277","277","","","","","","","","",""
"24123264","","","","","","","","","","","","","4903","4903","4903"
"24123712","","","","","","","","","","","","","4868","4868","4868"
"24124352","","","","","","","","","","","","","4868","4868","4868"
"24125696","3533","3533","3533","","","","","","","","","","","",""
