"Step","melting_softmax_runseed=4 - training/episode/length","melting_softmax_runseed=4 - training/episode/length__MIN","melting_softmax_runseed=4 - training/episode/length__MAX","melting_softmax_runseed=3 - training/episode/length","melting_softmax_runseed=3 - training/episode/length__MIN","melting_softmax_runseed=3 - training/episode/length__MAX","melting_softmax_runseed=2 - training/episode/length","melting_softmax_runseed=2 - training/episode/length__MIN","melting_softmax_runseed=2 - training/episode/length__MAX","melting_softmax_runseed=1 - training/episode/length","melting_softmax_runseed=1 - training/episode/length__MIN","melting_softmax_runseed=1 - training/episode/length__MAX","melting_softmax_runseed=0 - training/episode/length","melting_softmax_runseed=0 - training/episode/length__MIN","melting_softmax_runseed=0 - training/episode/length__MAX"
"20419968","1403","1403","1403","","","","","","","","","","","",""
"20420032","","","","","","","","","","598","598","598","","",""
"20421056","","","","490","490","490","","","","","","","","",""
"20421120","","","","","","","","","","","","","191","191","191"
"20421248","","","","","","","","","","","","","333","333","333"
"20423360","","","","","","","","","","327","327","327","","",""
"20424384","182","182","182","","","","","","","","","","","",""
"20424448","","","","","","","5000","5000","5000","","","","","",""
"20425088","179","179","179","","","","","","","306","306","306","","",""
"20425408","321","321","321","","","","","","","","","","","",""
"20425536","","","","","","","","","","477","477","477","","",""
"20426944","","","","","","","","","","","","","262","262","262"
"20427648","545","545","545","821","821","821","","","","100","100","100","","",""
"20427712","","","","322","322","322","","","","","","","","",""
"20428224","","","","","","","","","","","","","311","311","311"
"20428288","","","","","","","5000","5000","5000","","","","","",""
"20428416","","","","","","","5000","5000","5000","","","","","",""
"20428544","529","529","529","","","","","","","","","","","",""
"20428672","","","","","","","","","","320","320","320","","",""
"20428928","","","","","","","","","","997","997","997","","",""
"20429120","","","","","","","","","","","","","227","227","227"
"20429184","","","","","","","5000","5000","5000","","","","","",""
"20429312","","","","460","460","460","","","","","","","","",""
"20429888","","","","","","","5000","5000","5000","","","","","",""
"20430080","","","","","","","","","","832","832","832","","",""
"20430400","","","","2026","2026","2026","","","","","","","","",""
"20431424","","","","","","","5000","5000","5000","","","","","",""
"20432128","","","","581","581","581","","","","","","","","",""
"20432192","","","","","","","","","","","","","328","328","328"
"20432640","559","559","559","","","","","","","713","713","713","","",""
"20432704","231","231","231","","","","","","","","","","","",""
"20432768","625","625","625","","","","","","","","","","","",""
"20432896","","","","","","","","","","651","651","651","","",""
"20433472","","","","158","158","158","","","","","","","","",""
"20433920","","","","630","630","630","","","","","","","","",""
"20434624","","","","","","","","","","","","","177","177","177"
"20434880","","","","","","","","","","","","","135","135","135"
"20436160","","","","600","600","600","","","","","","","","",""
"20436288","","","","723","723","723","","","","","","","","",""
"20436416","","","","","","","","","","","","","534","534","534"
"20437056","363","363","363","","","","","","","","","","","",""
"20437504","","","","","","","","","","311","311","311","","",""
"20437888","1365","1365","1365","","","","","","","","","","","",""
"20438016","","","","","","","","","","795","795","795","","",""
"20438720","","","","833","833","833","","","","","","","","",""
"20439232","183","183","183","","","","","","","","","","","",""
"20439872","","","","3116","3116","3116","","","","","","","","",""
"20441152","","","","","","","","","","1345","1345","1345","","",""
"20441344","","","","","","","","","","603","603","603","","",""
"20441408","","","","","","","5000","5000","5000","","","","","",""
"20442048","","","","2291","2291","2291","","","","","","","","",""
"20442112","","","","2158","2158","2158","","","","","","","","",""
"20443008","240","240","240","","","","","","","","","","","",""
"20443200","","","","","","","","","","","","","681","681","681"
"20443328","306","306","306","","","","","","","","","","","",""
"20443648","","","","","","","","","","","","","174","174","174"
"20443712","","","","","","","","","","422","422","422","","",""
"20443776","","","","","","","","","","766","766","766","","",""
"20444096","","","","970","970","970","","","","","","","","",""
"20444672","","","","","","","","","","","","","290","290","290"
"20444736","794","794","794","","","","","","","","","","","",""
"20445376","990","990","990","","","","","","","","","","","",""
"20445824","","","","","","","5000","5000","5000","","","","","",""
"20446080","","","","197","197","197","","","","","","","","",""
"20446336","952","952","952","","","","","","","","","","","",""
"20446656","","","","","","","","","","","","","121","121","121"
"20447168","","","","607","607","607","","","","","","","","",""
"20447232","","","","","","","","","","","","","394","394","394"
"20447424","882","882","882","","","","","","","","","","","",""
"20447872","","","","1338","1338","1338","","","","","","","","",""
"20448256","","","","","","","","","","355","355","355","","",""
"20448512","","","","646","646","646","","","","","","","","",""
"20448576","","","","327","327","327","","","","","","","338","338","338"
"20448704","","","","","","","","","","309","309","309","","",""
"20448768","","","","396","396","396","","","","","","","","",""
"20449088","","","","","","","","","","664","664","664","","",""
"20449920","","","","","","","","","","134","134","134","","",""
"20450560","","","","","","","","","","298","298","298","667","667","667"
"20450816","","","","","","","","","","290","290","290","","",""
"20450880","","","","942","942","942","","","","","","","","",""
"20451136","","","","","","","","","","146","146","146","","",""
"20451328","290","290","290","","","","","","","","","","","",""
"20451392","491","491","491","","","","","","","","","","","",""
"20452416","","","","196","196","196","","","","","","","","",""
"20452672","","","","1089","1089","1089","","","","","","","","",""
"20453632","","","","","","","5000","5000","5000","","","","","",""
"20453888","","","","2335","2335","2335","","","","","","","","",""
"20454272","","","","","","","","","","","","","229","229","229"
"20454784","","","","864","864","864","","","","","","","","",""
"20454848","","","","329","329","329","","","","","","","","",""
"20454912","1995","1995","1995","","","","","","","","","","","",""
"20455424","568","568","568","","","","","","","","","","","",""
"20455680","","","","","","","5000","5000","5000","","","","","",""
"20455808","","","","1186","1186","1186","","","","860","860","860","","",""
"20456704","","","","246","246","246","","","","","","","","",""
"20457984","","","","572","572","572","","","","","","","","",""
"20458496","","","","","","","","","","1059","1059","1059","","",""
"20458752","81","81","81","","","","","","","","","","","",""
"20458880","","","","","","","","","","","","","590","590","590"
"20459072","","","","","","","","","","285","285","285","","",""
"20459136","","","","","","","","","","","","","195","195","195"
"20459264","","","","953","953","953","","","","","","","","",""
"20460032","","","","","","","","","","","","","584","584","584"
"20460480","","","","197","197","197","","","","","","","","",""
"20460992","225","225","225","","","","","","","","","","","",""
"20461760","519","519","519","","","","","","","","","","","",""
"20462144","","","","868","868","868","","","","","","","","",""
"20462400","","","","","","","5000","5000","5000","","","","","",""
"20463168","","","","","","","","","","","","","489","489","489"
"20463360","","","","","","","","","","191","191","191","","",""
"20463616","","","","","","","","","","641","641","641","","",""
"20463680","","","","","","","","","","","","","454","454","454"
"20463872","1858","1858","1858","","","","","","","","","","","",""
"20466048","1109","1109","1109","","","","","","","","","","","",""
"20466112","","","","","","","","","","827","827","827","","",""
"20466560","","","","","","","","","","476","476","476","","",""
"20466816","","","","","","","","","","401","401","401","","",""
"20468224","","","","2646","2646","2646","","","","","","","","",""
"20468672","","","","","","","","","","349","349","349","","",""
"20469184","","","","","","","","","","","","","196","196","196"
"20469312","181","181","181","","","","","","","","","","","",""
"20469632","","","","","","","","","","","","","168","168","168"
"20470016","1772","1772","1772","","","","","","","","","","","",""
"20470208","","","","","","","5000","5000","5000","","","","","",""
"20470848","","","","1470","1470","1470","","","","","","","","",""
"20472448","","","","","","","","","","","","","852","852","852"
"20473024","","","","","","","","","","624","624","624","","",""
"20473216","","","","","","","","","","","","","935","935","935"
"20473408","438","438","438","","","","","","","","","","","",""
"20473856","","","","","","","","","","577","577","577","","",""
"20474432","","","","267","267","267","","","","","","","","",""
"20475008","","","","","","","","","","","","","392","392","392"
"20475648","","","","","","","5000","5000","5000","","","","","",""
