"Step","a3c_runseed=4 - training/episode/reward","a3c_runseed=4 - training/episode/reward__MIN","a3c_runseed=4 - training/episode/reward__MAX","a3c_runseed=3 - training/episode/reward","a3c_runseed=3 - training/episode/reward__MIN","a3c_runseed=3 - training/episode/reward__MAX","a3c_runseed=2 - training/episode/reward","a3c_runseed=2 - training/episode/reward__MIN","a3c_runseed=2 - training/episode/reward__MAX","a3c_runseed=1 - training/episode/reward","a3c_runseed=1 - training/episode/reward__MIN","a3c_runseed=1 - training/episode/reward__MAX","a3c_runseed=0 - training/episode/reward","a3c_runseed=0 - training/episode/reward__MIN","a3c_runseed=0 - training/episode/reward__MAX"
"26822400","","","","","","","","","","4390","4390","4390","","",""
"26822656","4478","4478","4478","4025","4025","4025","","","","","","","","",""
"26822720","","","","","","","4596","4596","4596","","","","","",""
"26822848","4856","4856","4856","4774","4774","4774","3618","3618","3618","","","","","",""
"26823040","","","","","","","","","","4896","4896","4896","","",""
"26823168","","","","","","","","","","4205","4205","4205","","",""
"26823232","","","","","","","4691","4691","4691","","","","","",""
"26823488","4180","4180","4180","","","","","","","","","","","",""
"26823552","","","","","","","4789","4789","4789","","","","","",""
"26823680","4764","4764","4764","","","","","","","","","","","",""
"26824064","","","","4577","4577","4577","","","","","","","","",""
"26824320","4891","4891","4891","","","","","","","","","","","",""
"26824512","","","","","","","","","","4763","4763","4763","","",""
"26824896","","","","3836","3836","3836","","","","","","","","",""
"26824960","","","","4386","4386","4386","","","","","","","","",""
"26825280","","","","4532","4532","4532","","","","","","","","",""
"26825536","","","","","","","","","","","","","4716","4716","4716"
"26825792","","","","","","","","","","4738","4738","4738","","",""
"26826048","4662","4662","4662","","","","","","","","","","","",""
"26826496","","","","","","","4672","4672","4672","","","","4391","4391","4391"
"26826688","","","","","","","4727","4727","4727","3906","3906","3906","","",""
"26826752","","","","","","","","","","","","","4226","4226","4226"
"26826816","","","","","","","4352","4352","4352","","","","","",""
"26827008","","","","","","","","","","","","","4074","4074","4074"
"26827328","4569","4569","4569","","","","","","","","","","","",""
"26827456","","","","","","","","","","","","","2677","2677","2677"
"26827648","4229","4229","4229","","","","","","","","","","","",""
"26827840","","","","4299","4299","4299","","","","","","","","",""
"26827968","","","","","","","","","","","","","4489","4489","4489"
"26828224","","","","","","","","","","","","","4538","4538","4538"
"26828480","","","","","","","4729","4729","4729","","","","","",""
"26828800","","","","","","","","","","4328","4328","4328","","",""
"26828864","","","","","","","4548","4548","4548","","","","","",""
"26828928","","","","4688","4688","4688","","","","","","","","",""
"26829120","4905","4905","4905","","","","","","","","","","","",""
"26829440","","","","","","","4488","4488","4488","","","","","",""
"26829568","","","","4763","4763","4763","","","","","","","2683","2683","2683"
"26829824","","","","","","","","","","4794","4794","4794","","",""
"26830208","","","","","","","","","","4830","4830","4830","","",""
"26830592","","","","4810","4810","4810","","","","","","","","",""
"26830720","","","","","","","4754","4754","4754","","","","","",""
"26830976","","","","","","","","","","","","","4368","4368","4368"
"26831296","","","","","","","","","","","","","4316","4316","4316"
"26831808","","","","","","","","","","","","","4316","4316","4316"
"26831936","4753","4753","4753","","","","4193","4193","4193","","","","","",""
"26832256","","","","4730","4730","4730","","","","","","","","",""
"26832320","","","","","","","4836","4836","4836","","","","","",""
"26832704","","","","","","","","","","4769","4769","4769","","",""
"26832768","","","","","","","","","","4428","4428","4428","","",""
"26832896","4803","4803","4803","","","","","","","","","","","",""
"26833024","","","","","","","","","","4606","4606","4606","","",""
"26834176","","","","","","","","","","","","","4550","4550","4550"
"26834496","","","","","","","4584","4584","4584","","","","","",""
"26834880","","","","","","","","","","","","","4873","4873","4873"
"26835200","","","","4912","4912","4912","","","","","","","","",""
"26835328","","","","4647","4647","4647","","","","","","","","",""
"26835584","","","","","","","","","","4729","4729","4729","","",""
"26835648","4719","4719","4719","","","","","","","","","","","",""
"26836032","","","","4816","4816","4816","","","","","","","","",""
"26836096","","","","","","","","","","","","","4706","4706","4706"
"26836224","4791","4791","4791","","","","","","","4776","4776","4776","","",""
"26836416","4210","4210","4210","","","","","","","","","","","",""
"26836480","","","","4193","4193","4193","","","","","","","","",""
"26837376","","","","","","","","","","","","","4815","4815","4815"
"26837440","4723","4723","4723","","","","","","","","","","","",""
"26837696","","","","","","","","","","4582","4582","4582","","",""
"26837760","","","","","","","","","","","","","4030","4030","4030"
"26837824","","","","","","","4575","4575","4575","","","","","",""
"26837952","","","","","","","","","","","","","4580","4580","4580"
"26838016","","","","4522","4522","4522","","","","4267","4267","4267","","",""
"26838144","","","","","","","","","","3834","3834","3834","","",""
"26838208","","","","","","","","","","","","","4487","4487","4487"
"26838272","","","","","","","4865","4865","4865","","","","","",""
"26838400","","","","","","","","","","4762","4762","4762","","",""
"26838528","","","","4534","4534","4534","","","","","","","","",""
"26838592","4832","4832","4832","","","","","","","","","","","",""
"26839040","","","","","","","","","","","","","4506","4506","4506"
"26839168","","","","","","","","","","4678","4678","4678","","",""
"26839424","","","","4280","4280","4280","","","","","","","","",""
"26839744","","","","","","","","","","","","","4832","4832","4832"
"26839936","","","","","","","","","","3761","3761","3761","","",""
"26840000","","","","4869","4869","4869","","","","","","","","",""
"26840896","","","","","","","4670","4670","4670","","","","","",""
"26840960","","","","","","","4779","4779","4779","","","","","",""
"26841152","","","","","","","","","","","","","4531","4531","4531"
"26841280","","","","","","","","","","4053","4053","4053","","",""
"26841472","","","","4632","4632","4632","","","","","","","","",""
"26841536","","","","","","","","","","","","","3981","3981","3981"
"26842048","","","","4732","4732","4732","","","","","","","","",""
"26842496","","","","4294","4294","4294","","","","","","","","",""
"26842560","3612","3612","3612","","","","","","","","","","","",""
"26843264","4584","4584","4584","","","","","","","","","","","",""
"26843392","","","","","","","","","","","","","3925","3925","3925"
"26843456","","","","4716","4716","4716","","","","","","","","",""
"26843840","","","","","","","4580","4580","4580","4665","4665","4665","","",""
"26843904","","","","4699","4699","4699","","","","","","","","",""
"26843968","","","","3396","3396","3396","","","","","","","","",""
"26844416","","","","","","","4662","4662","4662","","","","","",""
"26844672","","","","","","","","","","4567","4567","4567","","",""
"26844736","4561","4561","4561","","","","","","","","","","","",""
"26845120","4809","4809","4809","","","","","","","","","","","",""
"26845184","","","","","","","","","","","","","4889","4889","4889"
"26845696","","","","4732","4732","4732","","","","","","","","",""
"26845760","4692","4692","4692","","","","","","","","","","","",""
"26845952","4835","4835","4835","","","","","","","","","","","",""
"26846016","","","","","","","4680","4680","4680","","","","4710","4710","4710"
"26846080","","","","4770","4770","4770","","","","4836","4836","4836","","",""
"26846144","","","","4549","4549","4549","","","","","","","","",""
"26846336","","","","4828","4828","4828","","","","","","","","",""
"26846528","","","","4342","4342","4342","","","","","","","","",""
"26846912","","","","","","","4336","4336","4336","","","","","",""
"26847296","","","","","","","","","","","","","4421","4421","4421"
"26847360","","","","4851","4851","4851","","","","","","","","",""
"26847680","4757","4757","4757","","","","","","","","","","","",""
"26848320","","","","","","","","","","","","","3445","3445","3445"
"26848384","","","","","","","4266","4266","4266","","","","","",""
"26848448","4711","4711","4711","","","","","","","","","","","",""
"26848768","","","","4844","4844","4844","","","","","","","","",""
"26849024","","","","","","","4712","4712","4712","","","","","",""
"26849280","","","","","","","","","","","","","4374","4374","4374"
"26849472","","","","4872","4872","4872","","","","","","","","",""
"26849600","","","","","","","","","","","","","4727","4727","4727"
"26849792","4516","4516","4516","","","","","","","","","","","",""
"26849856","","","","4611","4611","4611","","","","","","","","",""
"26850112","","","","","","","","","","","","","4781","4781","4781"
"26850368","","","","","","","4089","4089","4089","","","","","",""
"26850944","","","","","","","4798","4798","4798","","","","","",""
"26851584","","","","","","","","","","","","","4913","4913","4913"
"26851648","","","","4474","4474","4474","","","","","","","4774","4774","4774"
"26851840","","","","","","","","","","","","","3694","3694","3694"
"26851904","","","","","","","","","","","","","4626","4626","4626"
"26851968","4612","4612","4612","","","","","","","","","","","",""
"26852096","","","","4817","4817","4817","","","","","","","","",""
"26852160","","","","","","","","","","4883","4883","4883","","",""
"26852480","","","","4828","4828","4828","","","","","","","","",""
"26853120","","","","","","","4628","4628","4628","","","","","",""
"26853376","","","","","","","","","","3569","3569","3569","","",""
"26853760","4569","4569","4569","","","","","","","","","","","",""
"26854016","4817","4817","4817","","","","","","","","","","","",""
"26854400","","","","4870","4870","4870","","","","","","","","",""
"26854592","","","","","","","4818","4818","4818","","","","","",""
"26855232","","","","4204","4204","4204","","","","","","","","",""
"26855488","","","","","","","4632","4632","4632","","","","","",""
"26855872","","","","","","","","","","4772","4772","4772","","",""
"26856000","","","","4543","4543","4543","","","","","","","","",""
"26856128","","","","4686","4686","4686","","","","","","","","",""
"26856704","","","","","","","4925","4925","4925","","","","","",""
"26857408","","","","","","","","","","","","","3976","3976","3976"
"26857600","","","","","","","4856","4856","4856","","","","","",""
"26857728","","","","","","","4525","4525","4525","","","","","",""
"26858112","","","","","","","","","","","","","4409","4409","4409"
"26858176","","","","4857","4857","4857","","","","","","","","",""
"26858240","","","","","","","","","","","","","4733","4733","4733"
"26858304","","","","","","","","","","4623","4623","4623","","",""
"26858752","","","","","","","","","","4598","4598","4598","","",""
"26858880","","","","","","","4933","4933","4933","","","","","",""
"26859008","4537","4537","4537","","","","","","","","","","","",""
