"Step","melting_softmax_runseed=4 - training/episode/reward","melting_softmax_runseed=4 - training/episode/reward__MIN","melting_softmax_runseed=4 - training/episode/reward__MAX","melting_softmax_runseed=3 - training/episode/reward","melting_softmax_runseed=3 - training/episode/reward__MIN","melting_softmax_runseed=3 - training/episode/reward__MAX","melting_softmax_runseed=2 - training/episode/reward","melting_softmax_runseed=2 - training/episode/reward__MIN","melting_softmax_runseed=2 - training/episode/reward__MAX","melting_softmax_runseed=1 - training/episode/reward","melting_softmax_runseed=1 - training/episode/reward__MIN","melting_softmax_runseed=1 - training/episode/reward__MAX","melting_softmax_runseed=0 - training/episode/reward","melting_softmax_runseed=0 - training/episode/reward__MIN","melting_softmax_runseed=0 - training/episode/reward__MAX"
"17336704","","","","","","","","","","","","","4468","4468","4468"
"17336896","","","","","","","","","","","","","4782","4782","4782"
"17337024","","","","4528","4528","4528","","","","","","","","",""
"17337216","","","","","","","","","","","","","4413","4413","4413"
"17337280","4752","4752","4752","","","","","","","","","","","",""
"17338752","","","","","","","","","","","","","4652","4652","4652"
"17338944","","","","","","","-5000","-5000","-5000","","","","","",""
"17341312","","","","","","","","","","3896","3896","3896","","",""
"17341376","","","","","","","","","","","","","3689","3689","3689"
"17341696","","","","","","","-5000","-5000","-5000","","","","","",""
"17342016","","","","2668","2668","2668","","","","","","","","",""
"17342912","","","","","","","","","","","","","4657","4657","4657"
"17344704","","","","3800","3800","3800","","","","","","","","",""
"17345152","","","","","","","","","","","","","4689","4689","4689"
"17345472","","","","","","","","","","","","","3354","3354","3354"
"17345664","3207","3207","3207","","","","","","","","","","","",""
"17346368","","","","2692","2692","2692","","","","","","","","",""
"17346752","","","","","","","","","","","","","4538","4538","4538"
"17346816","","","","3474","3474","3474","","","","","","","","",""
"17346944","","","","","","","","","","3767","3767","3767","","",""
"17347456","","","","","","","","","","","","","4455","4455","4455"
"17348288","","","","","","","","","","4208","4208","4208","","",""
"17348352","","","","3035","3035","3035","","","","","","","","",""
"17348544","4588","4588","4588","","","","","","","","","","","",""
"17349632","","","","4811","4811","4811","","","","","","","","",""
"17350080","","","","4609","4609","4609","","","","","","","","",""
"17350336","4449","4449","4449","","","","","","","","","","","",""
"17351680","","","","4216","4216","4216","","","","","","","","",""
"17351744","3830","3830","3830","","","","","","","","","","","",""
"17354560","4861","4861","4861","","","","","","","","","","","",""
"17354752","","","","","","","","","","","","","4772","4772","4772"
"17355136","","","","2637","2637","2637","","","","","","","","",""
"17355328","","","","","","","","","","","","","3187","3187","3187"
"17355392","4098","4098","4098","","","","","","","","","","","",""
"17355904","4020","4020","4020","","","","","","","3885","3885","3885","","",""
"17356352","","","","","","","","","","","","","2863","2863","2863"
"17356416","","","","","","","-5000","-5000","-5000","4153","4153","4153","","",""
"17356736","3212","3212","3212","","","","","","","","","","","",""
"17357056","","","","","","","","","","","","","3885","3885","3885"
"17357632","","","","","","","","","","","","","4502","4502","4502"
"17357952","","","","3986","3986","3986","","","","","","","","",""
"17358016","","","","","","","","","","4057","4057","4057","","",""
"17359360","","","","","","","","","","","","","1651","1651","1651"
"17359552","3461","3461","3461","","","","","","","","","","","",""
"17360128","","","","","","","","","","4505","4505","4505","","",""
"17360192","","","","","","","","","","","","","4130","4130","4130"
"17360320","3912","3912","3912","","","","","","","","","","","",""
"17360832","","","","2885","2885","2885","","","","","","","","",""
"17361216","","","","","","","","","","","","","4147","4147","4147"
"17361600","","","","3042","3042","3042","","","","","","","","",""
"17362624","","","","","","","-5000","-5000","-5000","","","","","",""
"17362880","","","","2924","2924","2924","","","","","","","","",""
"17364480","4463","4463","4463","","","","","","","","","","","",""
"17364608","","","","","","","","","","","","","4728","4728","4728"
"17365568","4044","4044","4044","","","","","","","","","","","",""
"17365760","","","","","","","-5000","-5000","-5000","","","","","",""
"17366592","","","","","","","","","","","","","3547","3547","3547"
"17367232","","","","4542","4542","4542","","","","","","","","",""
"17367296","","","","","","","","","","4536","4536","4536","","",""
"17367872","","","","","","","","","","","","","3163","3163","3163"
"17368000","4790","4790","4790","","","","","","","","","","","",""
"17368064","","","","","","","","","","4848","4848","4848","","",""
"17368576","","","","4722","4722","4722","","","","","","","","",""
"17369152","","","","","","","","","","4801","4801","4801","","",""
"17369472","3430","3430","3430","","","","","","","","","","","",""
"17369600","","","","","","","","","","","","","4793","4793","4793"
"17370880","","","","","","","","","","4417","4417","4417","","",""
"17371456","","","","4898","4898","4898","","","","4710","4710","4710","","",""
"17371776","","","","2601","2601","2601","","","","","","","","",""
"17375104","","","","","","","","","","","","","4817","4817","4817"
"17375552","","","","","","","","","","","","","4197","4197","4197"
"17376000","","","","4391","4391","4391","","","","","","","","",""
"17376768","","","","","","","","","","3855","3855","3855","","",""
"17376832","","","","","","","","","","","","","4797","4797","4797"
"17376960","4822","4822","4822","","","","","","","","","","","",""
"17378496","","","","","","","","","","4207","4207","4207","","",""
"17379200","","","","4355","4355","4355","","","","","","","","",""
"17380032","","","","","","","","","","4867","4867","4867","","",""
"17380544","","","","","","","","","","","","","4802","4802","4802"
"17380736","","","","","","","","","","2703","2703","2703","","",""
"17380800","","","","4493","4493","4493","","","","","","","","",""
"17380992","","","","","","","","","","","","","4741","4741","4741"
"17381952","4815","4815","4815","","","","","","","","","","","",""
"17382976","","","","","","","","","","","","","4622","4622","4622"
"17383168","4280","4280","4280","","","","","","","","","","","",""
"17383232","","","","","","","","","","3828","3828","3828","","",""
"17383872","","","","","","","","","","","","","4562","4562","4562"
"17384448","4570","4570","4570","","","","","","","","","","","",""
"17384512","","","","","","","","","","4291","4291","4291","","",""
"17384896","","","","","","","","","","4790","4790","4790","","",""
"17385728","","","","","","","","","","","","","4561","4561","4561"
"17387264","","","","","","","","","","","","","4903","4903","4903"
"17387712","","","","","","","","","","4014","4014","4014","","",""
"17388288","","","","","","","","","","4114","4114","4114","","",""
"17388672","","","","","","","","","","4363","4363","4363","","",""
"17389184","","","","","","","-5000","-5000","-5000","","","","","",""
"17390080","4486","4486","4486","1511","1511","1511","","","","","","","","",""
"17390208","","","","","","","","","","","","","4502","4502","4502"
"17391232","","","","2858","2858","2858","","","","","","","","",""
"17391616","","","","","","","","","","","","","4629","4629","4629"
"17392000","","","","","","","","","","","","","4650","4650","4650"
"17393856","","","","4516","4516","4516","","","","","","","","",""
"17394112","","","","","","","-5000","-5000","-5000","","","","","",""
"17394752","","","","4252","4252","4252","","","","","","","","",""
"17395200","","","","","","","","","","4619","4619","4619","","",""
"17396032","","","","","","","","","","","","","4680","4680","4680"
"17396608","","","","4453","4453","4453","","","","4571","4571","4571","","",""
"17397440","4264","4264","4264","","","","","","","","","","","",""
"17397632","","","","","","","","","","4381","4381","4381","","",""
"17398208","4204","4204","4204","","","","","","","","","","","",""
"17398848","","","","","","","-5000","-5000","-5000","","","","","",""
"17399488","","","","","","","","","","","","","4647","4647","4647"
"17399552","","","","","","","","","","4771","4771","4771","","",""
"17400128","4563","4563","4563","","","","","","","","","","","",""
"17400192","","","","","","","","","","","","","4448","4448","4448"
"17400640","","","","1832","1832","1832","","","","","","","","",""
"17402816","","","","","","","-5000","-5000","-5000","","","","","",""
"17403072","","","","","","","","","","","","","4545","4545","4545"
"17403520","","","","4620","4620","4620","","","","","","","","",""
"17403712","","","","","","","","","","","","","4307","4307","4307"
"17404160","","","","4853","4853","4853","","","","","","","","",""
"17406080","","","","","","","","","","","","","4639","4639","4639"
"17406592","","","","3798","3798","3798","","","","","","","","",""
"17406656","","","","","","","-5000","-5000","-5000","","","","","",""
"17406720","","","","","","","-5000","-5000","-5000","","","","","",""
"17409280","","","","2942","2942","2942","","","","","","","","",""
"17410304","","","","","","","","","","4562","4562","4562","","",""
"17410944","","","","4042","4042","4042","","","","","","","","",""
"17412544","","","","","","","","","","2999","2999","2999","","",""
"17413120","","","","3365","3365","3365","","","","","","","","",""
"17413376","","","","","","","","","","","","","4322","4322","4322"
"17413568","","","","","","","","","","4598","4598","4598","","",""
"17413632","4613","4613","4613","","","","","","","","","","","",""
"17414016","","","","4298","4298","4298","","","","","","","","",""
"17414144","4335","4335","4335","","","","","","","","","","","",""
"17415424","","","","3293","3293","3293","","","","","","","","",""
"17416000","4652","4652","4652","","","","","","","","","","","",""
"17416320","","","","4233","4233","4233","","","","","","","","",""
"17416448","4444","4444","4444","","","","","","","","","","","",""
"17416960","","","","","","","","","","","","","4405","4405","4405"
"17417600","","","","","","","","","","4391","4391","4391","","",""
"17418304","4686","4686","4686","","","","","","","","","","","",""
"17418688","","","","","","","","","","4085","4085","4085","","",""
"17419776","","","","3089","3089","3089","","","","","","","4169","4169","4169"
"17420096","","","","4531","4531","4531","","","","","","","","",""
"17421056","","","","","","","","","","4256","4256","4256","","",""
"17422400","","","","","","","","","","3631","3631","3631","","",""
"17422656","","","","","","","","","","","","","4695","4695","4695"
"17423040","","","","","","","","","","4185","4185","4185","","",""
"17423168","","","","3138","3138","3138","","","","","","","","",""
"17424000","","","","","","","","","","4837","4837","4837","","",""
"17424576","3927","3927","3927","","","","","","","","","","","",""
"17425152","","","","","","","","","","","","","4511","4511","4511"
"17425472","","","","","","","","","","","","","4240","4240","4240"
"17425728","","","","","","","","","","","","","4357","4357","4357"
"17426048","","","","","","","","","","4351","4351","4351","","",""
"17429696","","","","","","","","","","","","","4673","4673","4673"
"17429760","","","","","","","","","","","","","4751","4751","4751"
"17430080","3718","3718","3718","","","","","","","","","","","",""
"17430976","","","","","","","","","","","","","4637","4637","4637"
"17431040","1843","1843","1843","","","","","","","","","","","",""
"17431104","4470","4470","4470","","","","","","","","","","","",""
"17431808","","","","","","","","","","","","","4897","4897","4897"
"17433728","4848","4848","4848","","","","","","","","","","","",""
"17433920","3994","3994","3994","","","","","","","","","","","",""
"17434432","","","","4472","4472","4472","","","","","","","","",""
"17434560","","","","3245","3245","3245","","","","","","","","",""
"17434880","","","","","","","","","","","","","4151","4151","4151"
"17435456","","","","","","","","","","4302","4302","4302","","",""
"17436096","","","","","","","","","","","","","4862","4862","4862"
"17436288","","","","","","","","","","4480","4480","4480","","",""
"17437952","","","","3916","3916","3916","","","","","","","","",""
"17438016","1364","1364","1364","","","","","","","","","","","",""
"17438976","3735","3735","3735","","","","","","","","","","","",""
"17439424","4362","4362","4362","","","","","","","","","","","",""
"17439552","","","","","","","","","","","","","4784","4784","4784"
"17440064","","","","","","","","","","","","","4239","4239","4239"
"17440192","4413","4413","4413","","","","","","","4732","4732","4732","","",""
"17442176","3753","3753","3753","","","","","","","","","","","",""
"17442432","","","","","","","","","","","","","4209","4209","4209"
"17442752","","","","","","","","","","4574","4574","4574","","",""
"17443264","","","","","","","","","","","","","4821","4821","4821"
"17443776","","","","","","","","","","","","","4800","4800","4800"
"17443904","","","","","","","","","","","","","3831","3831","3831"
"17444608","","","","4405","4405","4405","","","","4346","4346","4346","","",""
"17446016","","","","4144","4144","4144","","","","","","","","",""
"17446464","","","","","","","","","","","","","3721","3721","3721"
"17446592","","","","","","","","","","4206","4206","4206","","",""
"17448064","","","","","","","","","","","","","4794","4794","4794"
"17448320","","","","","","","","","","","","","4487","4487","4487"
"17449344","","","","","","","","","","4548","4548","4548","","",""
"17450048","","","","","","","","","","3103","3103","3103","","",""
"17450304","","","","","","","","","","","","","4402","4402","4402"
"17450752","","","","4448","4448","4448","","","","","","","","",""
"17451264","4726","4726","4726","","","","","","","","","","","",""
"17451584","","","","4787","4787","4787","","","","","","","","",""
"17452672","","","","","","","","","","","","","4833","4833","4833"
"17453568","","","","4418","4418","4418","","","","","","","","",""
"17453888","","","","","","","-5000","-5000","-5000","","","","","",""
"17454464","4031","4031","4031","","","","","","","","","","","",""
"17454848","","","","","","","","","","1194","1194","1194","","",""
"17454976","","","","","","","","","","","","","3907","3907","3907"
"17456896","","","","","","","","","","","","","4817","4817","4817"
"17457280","","","","","","","","","","3878","3878","3878","","",""
"17457856","","","","","","","","","","","","","4772","4772","4772"
"17459072","","","","4426","4426","4426","","","","","","","","",""
"17459776","","","","3691","3691","3691","","","","","","","","",""
"17460096","","","","","","","","","","4628","4628","4628","","",""
"17460288","","","","","","","","","","4863","4863","4863","","",""
"17460928","","","","3217","3217","3217","","","","","","","","",""
"17461248","","","","","","","","","","3595","3595","3595","","",""
"17462336","4738","4738","4738","","","","","","","","","","","",""
"17463936","","","","4056","4056","4056","","","","","","","","",""
"17464000","","","","4192","4192","4192","","","","","","","","",""
"17464128","4259","4259","4259","","","","","","","","","","","",""
"17464576","","","","","","","","","","","","","4746","4746","4746"
"17465088","","","","4776","4776","4776","","","","","","","","",""
"17465344","2283","2283","2283","","","","","","","","","","","",""
"17465792","4735","4735","4735","","","","","","","","","","","",""
"17467648","","","","","","","","","","4030","4030","4030","","",""
"17468416","","","","","","","","","","3568","3568","3568","","",""
"17469248","4801","4801","4801","","","","","","","","","","","",""
"17469696","","","","","","","","","","","","","4662","4662","4662"
"17470144","","","","","","","","","","","","","4781","4781","4781"
"17471040","","","","","","","","","","","","","4244","4244","4244"
"17471872","","","","4470","4470","4470","","","","","","","","",""
"17472256","4814","4814","4814","","","","","","","","","","","",""
"17473472","","","","","","","","","","3675","3675","3675","","",""
"17473728","","","","","","","","","","","","","3180","3180","3180"
"17473984","","","","","","","","","","","","","4309","4309","4309"
"17474176","","","","","","","","","","3174","3174","3174","","",""
"17474240","4280","4280","4280","","","","","","","","","","","",""
"17474688","","","","4243","4243","4243","","","","","","","","",""
"17474816","","","","","","","","","","3170","3170","3170","","",""
"17474944","","","","","","","","","","4650","4650","4650","","",""
"17475712","","","","","","","","","","4119","4119","4119","","",""
"17475840","","","","","","","","","","4829","4829","4829","","",""
"17476288","","","","3961","3961","3961","","","","","","","","",""
"17476992","","","","3808","3808","3808","","","","","","","","",""
"17477184","","","","4332","4332","4332","","","","","","","","",""
"17478336","","","","1971","1971","1971","","","","","","","","",""
"17479232","","","","","","","","","","3807","3807","3807","","",""
"17479424","4749","4749","4749","","","","","","","","","","","",""
"17480576","4291","4291","4291","","","","","","","","","","","",""
"17481728","","","","","","","","","","4277","4277","4277","","",""
"17483264","","","","3253","3253","3253","","","","","","","","",""
"17483456","4321","4321","4321","","","","","","","","","","","",""
"17484096","3694","3694","3694","","","","","","","","","","","",""
"17484608","","","","","","","","","","","","","3400","3400","3400"
"17485440","","","","1900","1900","1900","","","","","","","","",""
"17485568","","","","2826","2826","2826","","","","","","","","",""
"17485888","","","","","","","","","","4567","4567","4567","","",""
"17487168","4717","4717","4717","","","","","","","","","","","",""
"17487424","4354","4354","4354","","","","","","","","","","","",""
"17488256","","","","","","","","","","4252","4252","4252","","",""
"17489408","","","","4555","4555","4555","","","","","","","","",""
"17490112","","","","","","","","","","3942","3942","3942","","",""
"17490240","","","","","","","","","","4270","4270","4270","","",""
"17490304","","","","4129","4129","4129","","","","","","","","",""
"17490752","","","","","","","","","","4533","4533","4533","","",""
"17491136","","","","","","","","","","4747","4747","4747","","",""
"17493184","","","","","","","","","","4713","4713","4713","","",""
"17493696","","","","","","","","","","4198","4198","4198","","",""
"17493952","","","","","","","","","","4334","4334","4334","","",""
"17494272","","","","","","","","","","","","","4301","4301","4301"
"17494656","4142","4142","4142","","","","","","","","","","","",""
"17495744","4090","4090","4090","","","","","","","","","","","",""
"17495872","","","","","","","","","","","","","4507","4507","4507"
"17496064","","","","3819","3819","3819","","","","","","","","",""
"17497088","","","","","","","","","","3221","3221","3221","4811","4811","4811"
"17497536","","","","","","","","","","","","","4019","4019","4019"
"17497984","","","","3416","3416","3416","","","","","","","","",""
"17498112","","","","","","","","","","","","","4326","4326","4326"
"17498240","","","","","","","","","","","","","4766","4766","4766"
"17498304","4201","4201","4201","","","","","","","","","","","",""
"17498944","","","","","","","","","","","","","3944","3944","3944"
"17499200","","","","","","","-5000","-5000","-5000","","","","","",""
"17499968","","","","","","","","","","","","","4512","4512","4512"
"17500224","","","","","","","","","","3778","3778","3778","","",""
"17500288","","","","","","","","","","2112","2112","2112","","",""
"17501376","4203","4203","4203","","","","","","","","","","","",""
"17502592","","","","","","","","","","4582","4582","4582","","",""
"17503232","","","","","","","","","","","","","3951","3951","3951"
"17503680","","","","","","","","","","","","","4315","4315","4315"
"17503872","","","","","","","","","","","","","4466","4466","4466"
"17504192","","","","4707","4707","4707","","","","","","","","",""
"17504448","","","","","","","-5000","-5000","-5000","","","","","",""
"17504832","","","","","","","-5000","-5000","-5000","","","","","",""
"17507712","","","","","","","","","","","","","4866","4866","4866"
"17510080","","","","","","","","","","","","","4757","4757","4757"
"17511488","3333","3333","3333","","","","","","","","","","","",""
"17511680","3476","3476","3476","","","","","","","","","","","",""
"17511872","4614","4614","4614","","","","","","","","","","","",""
"17511936","4438","4438","4438","","","","","","","","","","4087","4087","4087"
"17512576","4558","4558","4558","","","","","","","","","","","",""
"17513920","","","","4091","4091","4091","","","","","","","","",""
"17514880","","","","","","","-5000","-5000","-5000","","","","","",""
"17515520","","","","","","","","","","4052","4052","4052","","",""
"17515968","","","","","","","-5000","-5000","-5000","","","","","",""
"17516032","","","","396","396","396","","","","","","","","",""
"17516160","","","","3594","3594","3594","","","","","","","","",""
"17516224","4395","4395","4395","","","","","","","","","","","",""
"17516288","","","","","","","","","","","","","4648","4648","4648"
"17516608","","","","","","","-5000","-5000","-5000","","","","","",""
"17517376","4194","4194","4194","","","","","","","","","","","",""
"17517440","","","","","","","","","","4583","4583","4583","","",""
"17517504","","","","","","","","","","4731","4731","4731","","",""
"17517632","4239","4239","4239","","","","","","","","","","","",""
"17518528","","","","","","","","","","","","","2836","2836","2836"
"17518720","","","","1314","1314","1314","","","","","","","","",""
"17520960","","","","","","","-5000","-5000","-5000","","","","","",""
"17522112","","","","","","","","","","","","","4815","4815","4815"
"17522368","","","","","","","","","","","","","4133","4133","4133"
"17522560","","","","","","","","","","","","","3598","3598","3598"
"17522688","","","","","","","","","","4140","4140","4140","","",""
"17523712","","","","","","","","","","","","","3077","3077","3077"
"17524416","4305","4305","4305","","","","","","","","","","","",""
"17524800","4792","4792","4792","","","","","","","","","","4384","4384","4384"
"17525056","","","","","","","","","","4510","4510","4510","","",""
"17525888","","","","","","","-5000","-5000","-5000","","","","","",""
"17525952","4452","4452","4452","","","","","","","","","","","",""
"17526592","","","","3945","3945","3945","","","","","","","","",""
"17526848","","","","4415","4415","4415","","","","","","","","",""
"17527872","","","","4001","4001","4001","","","","","","","","",""
"17528192","","","","","","","","","","4646","4646","4646","","",""
"17529216","4269","4269","4269","","","","","","","","","","","",""
"17529408","","","","","","","","","","4675","4675","4675","","",""
"17530688","","","","","","","","","","","","","4493","4493","4493"
"17531008","","","","","","","","","","4151","4151","4151","","",""
"17531712","","","","","","","","","","4295","4295","4295","","",""
"17532160","","","","","","","","","","4641","4641","4641","3582","3582","3582"
"17533632","4872","4872","4872","","","","","","","","","","","",""
"17533696","4384","4384","4384","","","","","","","","","","","",""
"17534400","","","","","","","","","","","","","3849","3849","3849"
"17534528","","","","","","","","","","3855","3855","3855","","",""
"17534976","","","","","","","","","","","","","4705","4705","4705"
"17535168","","","","","","","","","","","","","2095","2095","2095"
"17536832","","","","3862","3862","3862","","","","","","","","",""
"17538624","4607","4607","4607","","","","","","","","","","","",""
"17538816","3901","3901","3901","","","","","","","","","","","",""
"17539456","","","","2725","2725","2725","","","","","","","","",""
"17539584","","","","","","","-5000","-5000","-5000","","","","","",""
"17539776","","","","819","819","819","","","","","","","","",""
"17540992","","","","","","","","","","","","","4446","4446","4446"
"17542016","4833","4833","4833","","","","","","","","","","","",""
"17542784","","","","","","","","","","","","","4869","4869","4869"
"17544064","4152","4152","4152","","","","","","","","","","","",""
"17544320","","","","3912","3912","3912","","","","","","","","",""
"17544448","","","","","","","-5000","-5000","-5000","","","","","",""
"17544512","4657","4657","4657","","","","","","","","","","","",""
"17544640","4574","4574","4574","","","","","","","","","","","",""
"17544896","","","","2321","2321","2321","","","","","","","","",""
"17545536","","","","2896","2896","2896","","","","","","","4567","4567","4567"
"17545664","","","","","","","","","","3666","3666","3666","","",""
"17548288","","","","","","","-5000","-5000","-5000","","","","4231","4231","4231"
"17548352","","","","","","","","","","4882","4882","4882","4783","4783","4783"
"17548416","","","","","","","-5000","-5000","-5000","","","","","",""
"17549184","","","","","","","-5000","-5000","-5000","","","","","",""
"17549248","4773","4773","4773","","","","","","","","","","","",""
"17549440","","","","","","","","","","","","","3118","3118","3118"
"17549504","4669","4669","4669","","","","","","","","","","","",""
"17549760","","","","","","","","","","","","","4877","4877","4877"
"17549888","","","","","","","-5000","-5000","-5000","","","","","",""
"17550208","","","","","","","","","","4570","4570","4570","","",""
"17551424","","","","","","","-5000","-5000","-5000","","","","","",""
"17551808","","","","","","","","","","","","","4738","4738","4738"
"17552320","","","","","","","","","","4780","4780","4780","","",""
"17552960","","","","","","","","","","4369","4369","4369","","",""
"17553088","","","","","","","","","","4158","4158","4158","","",""
"17554816","","","","","","","","","","4310","4310","4310","","",""
"17555584","4317","4317","4317","","","","","","","","","","","",""
"17555776","","","","2722","2722","2722","","","","","","","","",""
"17555968","","","","","","","","","","","","","4201","4201","4201"
"17556480","4783","4783","4783","","","","","","","","","","","",""
"17557120","","","","","","","","","","","","","3337","3337","3337"
"17557504","","","","","","","","","","2806","2806","2806","","",""
"17557568","","","","","","","","","","","","","4771","4771","4771"
"17557696","","","","","","","","","","3787","3787","3787","","",""
"17557824","","","","","","","","","","4540","4540","4540","","",""
"17557888","4255","4255","4255","","","","","","","","","","","",""
"17558080","4474","4474","4474","","","","","","","","","","","",""
"17558272","","","","1772","1772","1772","","","","","","","4718","4718","4718"
"17558336","","","","-5000","-5000","-5000","","","","","","","","",""
"17558848","","","","","","","","","","4379","4379","4379","","",""
"17558912","","","","","","","","","","","","","4417","4417","4417"
"17560128","4368","4368","4368","","","","","","","","","","","",""
"17561408","","","","","","","-5000","-5000","-5000","","","","","",""
"17561984","","","","","","","","","","3240","3240","3240","","",""
"17562880","4299","4299","4299","","","","","","","","","","","",""
"17564224","","","","4546","4546","4546","","","","","","","","",""
"17564800","","","","","","","","","","","","","4728","4728","4728"
"17565440","","","","","","","","","","","","","4515","4515","4515"
"17565632","","","","","","","","","","","","","4229","4229","4229"
"17565824","","","","","","","-5000","-5000","-5000","","","","","",""
"17565888","","","","","","","","","","","","","4826","4826","4826"
"17566400","","","","","","","","","","","","","3286","3286","3286"
"17566784","","","","","","","","","","","","","4711","4711","4711"
"17567424","","","","3189","3189","3189","","","","","","","","",""
"17568256","","","","","","","","","","","","","4607","4607","4607"
"17569152","4445","4445","4445","","","","","","","","","","","",""
"17569792","","","","","","","","","","4301","4301","4301","","",""
"17571136","","","","2734","2734","2734","","","","","","","","",""
"17571200","4645","4645","4645","","","","","","","","","","","",""
"17571328","","","","2685","2685","2685","","","","3262","3262","3262","","",""
"17571520","3882","3882","3882","","","","","","","","","","","",""
"17573440","","","","","","","","","","","","","4621","4621","4621"
"17573632","","","","","","","-5000","-5000","-5000","","","","","",""
"17573952","","","","3405","3405","3405","","","","","","","","",""
"17574336","","","","","","","","","","","","","3313","3313","3313"
"17575680","4757","4757","4757","","","","-5000","-5000","-5000","","","","","",""
"17576320","","","","2955","2955","2955","","","","","","","","",""
"17577472","","","","","","","","","","","","","4565","4565","4565"
"17579008","","","","","","","","","","","","","4623","4623","4623"
"17579072","","","","","","","","","","4605","4605","4605","","",""
"17579456","","","","4178","4178","4178","","","","","","","","",""
"17579712","","","","","","","","","","","","","4831","4831","4831"
"17580160","4323","4323","4323","","","","","","","","","","","",""
"17580480","3057","3057","3057","","","","","","","","","","","",""
"17580672","","","","2731","2731","2731","","","","","","","","",""
"17580928","","","","","","","","","","","","","3508","3508","3508"
"17582272","","","","","","","","","","","","","4264","4264","4264"
"17582400","","","","","","","-5000","-5000","-5000","","","","","",""
"17582784","","","","","","","","","","3213","3213","3213","","",""
"17583680","","","","","","","","","","","","","4889","4889","4889"
"17583872","","","","","","","","","","4546","4546","4546","","",""
"17586048","","","","1057","1057","1057","","","","","","","","",""
"17586688","","","","4556","4556","4556","","","","","","","","",""
"17587072","","","","4511","4511","4511","","","","","","","","",""
"17588096","","","","","","","","","","","","","4636","4636","4636"
"17588608","4270","4270","4270","","","","","","","","","","","",""
"17588928","","","","","","","","","","","","","4772","4772","4772"
"17588992","","","","4481","4481","4481","","","","","","","","",""
"17589440","","","","3057","3057","3057","","","","","","","","",""
"17589760","","","","","","","","","","","","","4641","4641","4641"
"17589888","","","","","","","","","","4831","4831","4831","","",""
"17590208","","","","","","","-5000","-5000","-5000","","","","","",""
"17590464","","","","","","","","","","","","","4151","4151","4151"
"17591296","","","","","","","","","","","","","4929","4929","4929"
"17591360","","","","","","","","","","","","","4074","4074","4074"
"17591808","","","","","","","","","","3746","3746","3746","","",""
"17592256","","","","4470","4470","4470","","","","","","","","",""
"17592640","","","","","","","","","","","","","4447","4447","4447"
"17592704","","","","","","","","","","4094","4094","4094","","",""
"17592768","","","","","","","","","","","","","3839","3839","3839"
"17593344","","","","4117","4117","4117","","","","","","","","",""
"17593856","","","","","","","","","","","","","4819","4819","4819"
"17594048","","","","","","","","","","","","","4385","4385","4385"
"17594560","","","","","","","","","","4833","4833","4833","","",""
"17595648","","","","","","","-5000","-5000","-5000","","","","","",""
"17596096","","","","","","","","","","","","","4069","4069","4069"
"17596224","3695","3695","3695","","","","","","","","","","","",""
"17596480","","","","","","","","","","4826","4826","4826","","",""
"17597248","","","","2755","2755","2755","","","","","","","","",""
"17597568","","","","","","","-5000","-5000","-5000","","","","","",""
"17597824","","","","4813","4813","4813","","","","","","","","",""
"17598464","4030","4030","4030","","","","","","","","","","","",""
"17598848","","","","4099","4099","4099","","","","","","","","",""
"17599744","","","","2737","2737","2737","","","","","","","","",""
"17599936","","","","","","","-5000","-5000","-5000","","","","","",""
"17600512","3363","3363","3363","","","","","","","","","","","",""
"17601536","","","","","","","","","","4589","4589","4589","","",""
"17602112","","","","","","","","","","","","","3509","3509","3509"
"17602688","","","","4579","4579","4579","","","","","","","","",""
"17603008","","","","","","","","","","","","","4010","4010","4010"
"17603584","4364","4364","4364","","","","","","","","","","","",""
"17603904","","","","4921","4921","4921","","","","","","","","",""
"17604416","","","","3804","3804","3804","","","","","","","","",""
"17604864","","","","","","","","","","4547","4547","4547","","",""
"17604992","","","","","","","","","","4425","4425","4425","","",""
"17605376","3768","3768","3768","","","","","","","","","","","",""
"17606464","","","","","","","","","","4648","4648","4648","","",""
"17607040","","","","2575","2575","2575","","","","","","","","",""
"17607552","","","","","","","","","","","","","4834","4834","4834"
"17607744","4073","4073","4073","","","","","","","","","","","",""
"17608704","","","","4200","4200","4200","","","","","","","","",""
"17609216","","","","3796","3796","3796","","","","","","","","",""
"17609344","","","","","","","","","","","","","4901","4901","4901"
"17609408","","","","","","","","","","4381","4381","4381","","",""
"17609792","3306","3306","3306","","","","","","","","","","","",""
"17610816","","","","3205","3205","3205","","","","","","","","",""
"17611520","","","","","","","","","","4713","4713","4713","","",""
"17611648","3643","3643","3643","","","","","","","","","","","",""
"17612352","","","","","","","","","","4782","4782","4782","","",""
"17612672","","","","","","","","","","4069","4069","4069","","",""
"17613952","","","","","","","","","","","","","4523","4523","4523"
"17614848","","","","","","","","","","4271","4271","4271","","",""
"17615040","","","","","","","","","","4129","4129","4129","","",""
"17616320","","","","","","","","","","4826","4826","4826","","",""
"17616896","","","","","","","","","","","","","4519","4519","4519"
"17617216","","","","","","","","","","3853","3853","3853","","",""
"17617792","","","","2712","2712","2712","","","","","","","","",""
"17618752","","","","2637","2637","2637","","","","","","","","",""
"17618880","3735","3735","3735","","","","","","","","","","","",""
"17619520","3659","3659","3659","","","","","","","","","","","",""
"17620736","","","","","","","","","","","","","4541","4541","4541"
"17621568","","","","4342","4342","4342","","","","","","","","",""
