"Step","melting_softmax_runseed=4 - training/episode/reward","melting_softmax_runseed=4 - training/episode/reward__MIN","melting_softmax_runseed=4 - training/episode/reward__MAX","melting_softmax_runseed=3 - training/episode/reward","melting_softmax_runseed=3 - training/episode/reward__MIN","melting_softmax_runseed=3 - training/episode/reward__MAX","melting_softmax_runseed=2 - training/episode/reward","melting_softmax_runseed=2 - training/episode/reward__MIN","melting_softmax_runseed=2 - training/episode/reward__MAX","melting_softmax_runseed=1 - training/episode/reward","melting_softmax_runseed=1 - training/episode/reward__MIN","melting_softmax_runseed=1 - training/episode/reward__MAX","melting_softmax_runseed=0 - training/episode/reward","melting_softmax_runseed=0 - training/episode/reward__MIN","melting_softmax_runseed=0 - training/episode/reward__MAX"
"22048768","4758","4758","4758","","","","","","","4738","4738","4738","","",""
"22049280","","","","","","","","","","","","","4598","4598","4598"
"22049536","","","","","","","","","","4830","4830","4830","","",""
"22050304","","","","4705","4705","4705","","","","","","","","",""
"22050432","","","","","","","","","","4534","4534","4534","","",""
"22050496","","","","","","","","","","4883","4883","4883","","",""
"22051200","","","","","","","","","","4689","4689","4689","","",""
"22051392","","","","4408","4408","4408","","","","","","","","",""
"22052160","","","","4732","4732","4732","","","","","","","4398","4398","4398"
"22052928","4626","4626","4626","","","","","","","","","","","",""
"22053504","","","","","","","","","","3809","3809","3809","","",""
"22053632","","","","","","","-5000","-5000","-5000","","","","","",""
"22053696","","","","","","","","","","","","","4767","4767","4767"
"22054144","","","","","","","","","","","","","4755","4755","4755"
"22054528","","","","","","","","","","4523","4523","4523","","",""
"22054848","","","","4742","4742","4742","","","","","","","","",""
"22055232","","","","","","","","","","4542","4542","4542","","",""
"22055680","","","","","","","-5000","-5000","-5000","","","","","",""
"22056448","","","","4678","4678","4678","","","","","","","","",""
"22056640","","","","","","","","","","","","","4783","4783","4783"
"22056960","4905","4905","4905","","","","","","","","","","","",""
"22057472","4822","4822","4822","","","","","","","","","","4005","4005","4005"
"22057664","4550","4550","4550","","","","","","","","","","","",""
"22057728","","","","","","","","","","","","","4046","4046","4046"
"22057792","","","","","","","","","","4797","4797","4797","","",""
"22058688","4559","4559","4559","","","","","","","","","","","",""
"22058944","4382","4382","4382","","","","","","","4888","4888","4888","","",""
"22059264","","","","4353","4353","4353","","","","","","","","",""
"22059392","","","","","","","","","","4499","4499","4499","","",""
"22059712","","","","","","","","","","","","","4792","4792","4792"
"22060288","4907","4907","4907","","","","","","","","","","","",""
"22060672","","","","3914","3914","3914","","","","","","","","",""
"22060928","","","","","","","","","","4738","4738","4738","","",""
"22061056","","","","","","","","","","4895","4895","4895","","",""
"22061312","3860","3860","3860","","","","","","","","","","","",""
"22062400","","","","","","","-5000","-5000","-5000","","","","","",""
"22062848","","","","","","","","","","4738","4738","4738","","",""
"22063168","","","","","","","","","","4071","4071","4071","","",""
"22063552","3479","3479","3479","","","","","","","","","","","",""
"22063744","","","","","","","","","","4378","4378","4378","","",""
"22064064","","","","","","","","","","","","","4510","4510","4510"
"22064384","4177","4177","4177","","","","","","","","","","","",""
"22064576","3736","3736","3736","","","","","","","","","","","",""
"22064640","","","","","","","","","","","","","4888","4888","4888"
"22064704","","","","","","","","","","","","","4817","4817","4817"
"22065600","","","","","","","","","","3525","3525","3525","","",""
"22066432","4569","4569","4569","","","","","","","","","","","",""
"22066752","","","","","","","","","","","","","4662","4662","4662"
"22067328","","","","","","","","","","4501","4501","4501","","",""
"22067584","","","","","","","","","","","","","3817","3817","3817"
"22068032","","","","","","","","","","","","","4351","4351","4351"
"22068096","","","","","","","","","","","","","4755","4755","4755"
"22068480","","","","","","","","","","4705","4705","4705","","",""
"22068992","","","","3859","3859","3859","","","","","","","","",""
"22069312","4388","4388","4388","","","","","","","","","","","",""
"22069632","2959","2959","2959","","","","","","","","","","","",""
"22069952","","","","","","","","","","4172","4172","4172","","",""
"22070016","3536","3536","3536","","","","","","","","","","","",""
"22070208","","","","","","","-5000","-5000","-5000","","","","","",""
"22071232","","","","","","","","","","","","","4844","4844","4844"
"22072064","","","","","","","","","","4795","4795","4795","","",""
"22072128","","","","","","","","","","","","","4515","4515","4515"
"22072512","","","","","","","","","","4606","4606","4606","","",""
"22072768","4195","4195","4195","","","","","","","","","","","",""
"22072832","4783","4783","4783","","","","","","","","","","","",""
"22072896","","","","4464","4464","4464","","","","","","","","",""
"22073728","","","","","","","","","","","","","4694","4694","4694"
"22074112","","","","1632","1632","1632","","","","","","","","",""
"22074240","","","","3747","3747","3747","","","","","","","","",""
"22074624","","","","3285","3285","3285","","","","","","","","",""
"22074816","4658","4658","4658","","","","","","","","","","","",""
"22075648","","","","","","","-5000","-5000","-5000","","","","","",""
"22076096","","","","","","","","","","","","","4821","4821","4821"
"22076992","","","","3705","3705","3705","","","","","","","","",""
"22077312","","","","","","","","","","3715","3715","3715","","",""
"22077376","4742","4742","4742","","","","","","","","","","","",""
"22077568","","","","","","","-5000","-5000","-5000","","","","4884","4884","4884"
"22078272","","","","","","","","","","4924","4924","4924","","",""
"22079360","","","","","","","","","","3758","3758","3758","","",""
"22079936","","","","","","","-5000","-5000","-5000","4513","4513","4513","","",""
"22080192","","","","980","980","980","","","","","","","","",""
"22080320","4307","4307","4307","","","","","","","","","","","",""
"22080384","","","","","","","","","","4698","4698","4698","","",""
"22081216","","","","3328","3328","3328","","","","","","","","",""
"22081280","4715","4715","4715","","","","","","","","","","","",""
"22081408","","","","","","","","","","4631","4631","4631","","",""
"22081472","4353","4353","4353","","","","","","","","","","4599","4599","4599"
"22082240","","","","","","","","","","4859","4859","4859","","",""
"22082304","","","","3918","3918","3918","","","","","","","","",""
"22082368","","","","4453","4453","4453","","","","","","","","",""
"22083456","","","","","","","","","","4124","4124","4124","","",""
"22083648","","","","","","","","","","","","","4037","4037","4037"
"22083712","","","","","","","","","","4772","4772","4772","","",""
"22083840","","","","","","","","","","","","","4842","4842","4842"
"22084288","","","","","","","","","","4096","4096","4096","","",""
"22084864","4616","4616","4616","","","","","","","","","","","",""
"22084992","4809","4809","4809","","","","","","","","","","","",""
"22085248","","","","","","","","","","4639","4639","4639","","",""
"22085312","","","","3155","3155","3155","","","","","","","","",""
"22085440","","","","","","","","","","4696","4696","4696","","",""
"22085696","","","","4116","4116","4116","","","","","","","","",""
"22085760","","","","2311","2311","2311","","","","","","","","",""
"22086400","","","","","","","","","","4695","4695","4695","","",""
"22087104","","","","","","","","","","","","","4485","4485","4485"
"22087360","","","","","","","","","","","","","4891","4891","4891"
"22087424","","","","","","","","","","4096","4096","4096","","",""
"22087808","3858","3858","3858","","","","","","","4896","4896","4896","","",""
"22088000","4794","4794","4794","","","","","","","","","","","",""
"22088064","","","","3769","3769","3769","","","","","","","","",""
"22088256","","","","","","","","","","","","","4295","4295","4295"
"22088576","","","","3793","3793","3793","","","","","","","","",""
"22088704","","","","","","","","","","4091","4091","4091","","",""
"22089344","","","","4401","4401","4401","","","","","","","","",""
"22089792","4676","4676","4676","","","","","","","","","","","",""
"22089984","","","","","","","","","","4346","4346","4346","","",""
"22091200","","","","","","","","","","4260","4260","4260","","",""
"22092160","","","","","","","","","","4732","4732","4732","","",""
"22092224","","","","4812","4812","4812","","","","","","","4623","4623","4623"
"22093312","","","","","","","","","","","","","4768","4768","4768"
"22093632","","","","","","","","","","","","","3646","3646","3646"
"22094080","","","","3964","3964","3964","","","","","","","4531","4531","4531"
"22094464","","","","","","","","","","4747","4747","4747","","",""
"22095808","","","","","","","","","","4717","4717","4717","4755","4755","4755"
"22096000","","","","","","","","","","","","","4813","4813","4813"
"22096064","","","","4862","4862","4862","","","","","","","","",""
"22096192","","","","","","","","","","4814","4814","4814","","",""
"22096384","3671","3671","3671","","","","","","","4022","4022","4022","","",""
"22096512","","","","","","","","","","","","","4834","4834","4834"
"22096704","","","","","","","","","","4855","4855","4855","","",""
"22097024","4867","4867","4867","","","","","","","","","","","",""
"22097536","","","","","","","","","","","","","4906","4906","4906"
"22097664","","","","","","","","","","4643","4643","4643","","",""
"22098432","","","","4785","4785","4785","","","","","","","","",""
"22098816","","","","","","","","","","","","","4756","4756","4756"
"22099008","4779","4779","4779","","","","","","","","","","","",""
"22099648","","","","","","","","","","4850","4850","4850","","",""
"22099968","","","","","","","","","","4675","4675","4675","","",""
"22100224","3974","3974","3974","","","","","","","","","","","",""
"22100544","","","","","","","","","","4685","4685","4685","","",""
"22101056","4559","4559","4559","","","","","","","4017","4017","4017","","",""
"22101632","","","","","","","","","","4818","4818","4818","","",""
"22102144","4539","4539","4539","","","","","","","","","","","",""
"22102400","","","","","","","","","","","","","4622","4622","4622"
"22102720","","","","","","","","","","4762","4762","4762","","",""
"22102976","","","","4099","4099","4099","","","","","","","","",""
"22103232","","","","","","","","","","4659","4659","4659","","",""
"22103488","4377","4377","4377","","","","","","","","","","","",""
"22103744","4497","4497","4497","","","","","","","","","","","",""
"22103808","4669","4669","4669","","","","","","","","","","","",""
"22103872","","","","","","","","","","","","","4930","4930","4930"
"22104192","4841","4841","4841","","","","","","","","","","","",""
"22104256","","","","","","","","","","4671","4671","4671","","",""
"22105984","","","","","","","","","","","","","4380","4380","4380"
"22106048","","","","","","","","","","4418","4418","4418","","",""
"22106560","","","","","","","","","","4707","4707","4707","","",""
"22106944","","","","4830","4830","4830","","","","","","","","",""
"22107264","4412","4412","4412","","","","","","","","","","","",""
"22107392","","","","4860","4860","4860","","","","","","","","",""
"22107456","","","","3388","3388","3388","","","","","","","","",""
"22107712","4526","4526","4526","","","","","","","","","","","",""
"22107776","4795","4795","4795","","","","","","","","","","","",""
"22108032","","","","","","","","","","","","","4693","4693","4693"
"22108224","","","","3215","3215","3215","","","","","","","","",""
"22108800","4572","4572","4572","","","","","","","","","","","",""
"22109056","4091","4091","4091","","","","","","","","","","","",""
"22109248","","","","4722","4722","4722","","","","","","","","",""
"22109696","4711","4711","4711","","","","","","","4214","4214","4214","","",""
"22109952","4356","4356","4356","","","","","","","","","","","",""
"22110080","","","","","","","","","","","","","4788","4788","4788"
"22110784","","","","","","","","","","","","","4608","4608","4608"
"22111360","","","","","","","","","","","","","4674","4674","4674"
"22111808","","","","3275","3275","3275","","","","","","","","",""
"22112064","4789","4789","4789","","","","","","","","","","","",""
"22112576","","","","","","","","","","","","","4695","4695","4695"
"22112896","","","","","","","","","","4623","4623","4623","","",""
"22113024","","","","","","","","","","","","","4524","4524","4524"
"22113408","","","","","","","","","","","","","4698","4698","4698"
"22113728","4425","4425","4425","","","","","","","","","","","",""
"22114880","","","","","","","","","","","","","4876","4876","4876"
"22115456","","","","","","","","","","","","","4328","4328","4328"
"22116736","","","","","","","","","","4201","4201","4201","","",""
"22117184","","","","","","","","","","","","","4212","4212","4212"
"22117312","4763","4763","4763","","","","","","","","","","","",""
"22117440","4696","4696","4696","","","","","","","","","","","",""
"22117888","","","","","","","","","","4763","4763","4763","4709","4709","4709"
"22117952","4861","4861","4861","","","","","","","","","","","",""
"22118976","","","","","","","","","","4806","4806","4806","","",""
"22119424","","","","","","","","","","4896","4896","4896","","",""
"22119872","","","","","","","","","","","","","4850","4850","4850"
"22120256","","","","","","","","","","4627","4627","4627","","",""
"22120512","","","","","","","","","","","","","4839","4839","4839"
"22121792","","","","4481","4481","4481","","","","","","","","",""
"22122624","","","","","","","","","","4655","4655","4655","","",""
"22122688","","","","","","","","","","4695","4695","4695","","",""
"22122752","","","","","","","","","","","","","4854","4854","4854"
"22122944","","","","","","","","","","4632","4632","4632","","",""
"22123008","","","","","","","","","","","","","4756","4756","4756"
"22123200","","","","","","","","","","","","","4763","4763","4763"
"22123904","","","","2200","2200","2200","","","","","","","","",""
"22124928","","","","","","","","","","4474","4474","4474","","",""
"22125440","","","","4481","4481","4481","","","","","","","","",""
"22125888","","","","","","","","","","4690","4690","4690","","",""
"22127488","","","","","","","","","","","","","4099","4099","4099"
"22128384","","","","3170","3170","3170","","","","","","","","",""
"22129472","4599","4599","4599","","","","","","","","","","","",""
"22129792","","","","4404","4404","4404","","","","","","","","",""
"22129920","","","","","","","","","","4836","4836","4836","","",""
"22130176","","","","","","","","","","","","","4808","4808","4808"
"22130304","","","","","","","","","","4714","4714","4714","","",""
"22130752","4406","4406","4406","4290","4290","4290","","","","","","","","",""
"22130944","4630","4630","4630","","","","","","","","","","","",""
"22131136","4126","4126","4126","","","","","","","","","","","",""
"22131328","","","","","","","","","","4865","4865","4865","","",""
"22131520","3954","3954","3954","","","","","","","","","","","",""
"22131648","","","","","","","","","","4641","4641","4641","","",""
"22132032","","","","3752","3752","3752","","","","","","","","",""
"22132352","","","","","","","","","","","","","4549","4549","4549"
"22132672","","","","4213","4213","4213","","","","","","","","",""
"22132800","4625","4625","4625","","","","","","","","","","","",""
"22132928","","","","","","","","","","4525","4525","4525","","",""
"22132992","","","","","","","","","","4874","4874","4874","","",""
"22133248","","","","","","","","","","4735","4735","4735","","",""
"22133696","","","","","","","","","","","","","4791","4791","4791"
"22133888","","","","","","","","","","4368","4368","4368","","",""
"22133952","","","","4247","4247","4247","","","","","","","","",""
"22134208","","","","4567","4567","4567","","","","","","","","",""
"22134656","","","","2678","2678","2678","","","","","","","","",""
"22134912","","","","","","","","","","","","","4723","4723","4723"
"22136256","","","","","","","","","","","","","4395","4395","4395"
"22136832","3900","3900","3900","","","","","","","","","","","",""
"22137472","","","","","","","","","","4267","4267","4267","","",""
"22137600","","","","3165","3165","3165","","","","","","","","",""
"22137664","","","","","","","","","","","","","4472","4472","4472"
"22137728","","","","","","","","","","4707","4707","4707","","",""
"22138240","","","","","","","","","","4579","4579","4579","","",""
"22138368","4366","4366","4366","","","","","","","","","","","",""
"22138432","","","","4791","4791","4791","","","","","","","","",""
"22138624","","","","","","","","","","","","","4529","4529","4529"
"22138688","","","","","","","","","","4911","4911","4911","","",""
"22138944","","","","","","","-5000","-5000","-5000","","","","","",""
"22139264","","","","4093","4093","4093","","","","","","","","",""
"22139584","4599","4599","4599","","","","","","","","","","","",""
"22140032","4835","4835","4835","","","","","","","","","","","",""
"22140672","4430","4430","4430","4089","4089","4089","","","","","","","","",""
"22140928","","","","","","","","","","4650","4650","4650","","",""
"22141184","","","","","","","","","","","","","4639","4639","4639"
"22141376","","","","","","","","","","4581","4581","4581","","",""
"22141440","","","","","","","","","","","","","4712","4712","4712"
"22141696","","","","","","","-5000","-5000","-5000","","","","","",""
"22142144","","","","","","","","","","","","","4545","4545","4545"
"22142208","","","","4882","4882","4882","","","","","","","","",""
"22142400","","","","","","","","","","","","","4457","4457","4457"
"22143680","","","","","","","","","","","","","4617","4617","4617"
"22144192","","","","","","","","","","4919","4919","4919","","",""
"22144448","","","","","","","","","","","","","4108","4108","4108"
"22145344","","","","","","","","","","4390","4390","4390","","",""
"22145728","4406","4406","4406","","","","","","","","","","","",""
"22145792","4696","4696","4696","","","","","","","","","","","",""
"22145920","","","","4615","4615","4615","","","","","","","","",""
"22146496","","","","","","","","","","4590","4590","4590","","",""
"22146624","","","","","","","","","","4766","4766","4766","","",""
"22147008","","","","","","","","","","4739","4739","4739","","",""
"22147200","","","","","","","","","","","","","4856","4856","4856"
"22147456","","","","","","","","","","","","","4781","4781","4781"
"22148288","4695","4695","4695","","","","","","","","","","","",""
"22148352","4844","4844","4844","","","","","","","","","","4799","4799","4799"
"22149248","","","","4761","4761","4761","","","","","","","","",""
"22149504","","","","3414","3414","3414","","","","","","","","",""
"22149760","","","","","","","","","","4472","4472","4472","","",""
"22150528","","","","","","","","","","","","","3443","3443","3443"
"22150720","","","","","","","","","","","","","4802","4802","4802"
"22150976","","","","4738","4738","4738","","","","","","","","",""
"22151488","3895","3895","3895","","","","","","","4835","4835","4835","","",""
"22151936","","","","4814","4814","4814","","","","","","","","",""
"22152320","","","","","","","","","","","","","3930","3930","3930"
"22152384","","","","165","165","165","","","","","","","","",""
"22152448","","","","","","","","","","","","","4818","4818","4818"
"22153088","","","","","","","","","","4525","4525","4525","","",""
"22153280","4111","4111","4111","","","","","","","","","","","",""
"22153664","","","","","","","","","","","","","4403","4403","4403"
"22154176","4275","4275","4275","","","","","","","","","","","",""
"22154368","4730","4730","4730","","","","","","","","","","","",""
"22154432","","","","","","","","","","","","","4057","4057","4057"
"22154944","","","","","","","","","","","","","4614","4614","4614"
"22155072","4566","4566","4566","","","","","","","","","","","",""
"22155136","","","","4512","4512","4512","","","","","","","","",""
"22156160","","","","4631","4631","4631","","","","","","","","",""
"22156288","4335","4335","4335","","","","","","","","","","","",""
"22156416","","","","","","","-5000","-5000","-5000","","","","","",""
"22156672","","","","","","","","","","","","","4887","4887","4887"
"22156864","4300","4300","4300","","","","","","","","","","","",""
"22156992","4735","4735","4735","","","","","","","","","","","",""
"22157184","4653","4653","4653","","","","","","","","","","","",""
"22157248","","","","","","","","","","4871","4871","4871","","",""
"22157440","","","","4312","4312","4312","","","","","","","","",""
"22157568","4752","4752","4752","","","","","","","","","","4672","4672","4672"
"22157888","","","","","","","","","","4503","4503","4503","","",""
"22158656","","","","","","","","","","","","","4474","4474","4474"
"22158720","","","","","","","","","","","","","4307","4307","4307"
"22158848","","","","2164","2164","2164","","","","","","","","",""
"22159296","","","","4243","4243","4243","","","","","","","","",""
"22159424","","","","3310","3310","3310","","","","","","","","",""
"22159744","","","","4187","4187","4187","","","","","","","","",""
"22160064","","","","","","","","","","4173","4173","4173","","",""
"22160320","","","","","","","","","","","","","4511","4511","4511"
"22160576","","","","","","","","","","","","","4712","4712","4712"
"22161152","4052","4052","4052","","","","","","","","","","","",""
"22161856","4796","4796","4796","","","","","","","","","","","",""
"22162176","","","","","","","","","","","","","4626","4626","4626"
"22162368","","","","","","","","","","4337","4337","4337","","",""
"22162496","","","","","","","","","","","","","4718","4718","4718"
"22162624","","","","","","","-5000","-5000","-5000","4788","4788","4788","","",""
"22162752","","","","","","","","","","4409","4409","4409","","",""
"22163072","","","","","","","","","","4792","4792","4792","","",""
"22163840","","","","","","","","","","","","","4685","4685","4685"
"22164096","","","","","","","","","","","","","4587","4587","4587"
"22164352","","","","3039","3039","3039","","","","","","","","",""
"22164736","4196","4196","4196","","","","","","","","","","","",""
"22165568","","","","","","","","","","","","","4732","4732","4732"
"22165632","","","","","","","","","","","","","4598","4598","4598"
"22165760","4928","4928","4928","","","","-5000","-5000","-5000","","","","","",""
"22166208","","","","","","","","","","","","","4898","4898","4898"
"22166272","","","","4565","4565","4565","","","","","","","","",""
"22166336","4297","4297","4297","","","","","","","","","","","",""
"22166400","","","","","","","","","","","","","4392","4392","4392"
"22166528","","","","3737","3737","3737","","","","","","","","",""
"22167104","4681","4681","4681","","","","","","","","","","","",""
"22167360","4799","4799","4799","","","","","","","","","","","",""
"22167552","3951","3951","3951","","","","","","","","","","","",""
"22167616","3981","3981","3981","","","","","","","","","","","",""
"22167936","","","","4672","4672","4672","","","","","","","","",""
"22168256","","","","","","","","","","4524","4524","4524","","",""
"22171072","4778","4778","4778","","","","","","","","","","","",""
"22171264","","","","","","","","","","4400","4400","4400","","",""
"22171968","4792","4792","4792","3984","3984","3984","","","","","","","","",""
"22172096","","","","","","","","","","","","","4465","4465","4465"
"22172288","","","","","","","","","","4360","4360","4360","","",""
"22172416","","","","","","","","","","4466","4466","4466","","",""
"22172608","","","","","","","","","","3166","3166","3166","","",""
"22173120","","","","","","","","","","4762","4762","4762","","",""
"22173312","4671","4671","4671","","","","","","","4539","4539","4539","","",""
"22173696","","","","","","","","","","","","","4549","4549","4549"
"22174208","4450","4450","4450","","","","","","","","","","","",""
"22174528","","","","","","","","","","4788","4788","4788","","",""
"22174976","","","","3469","3469","3469","","","","","","","","",""
"22175040","","","","4639","4639","4639","","","","","","","","",""
"22175296","3875","3875","3875","","","","","","","","","","","",""
"22175360","","","","","","","","","","","","","4791","4791","4791"
"22175872","4291","4291","4291","","","","","","","","","","","",""
"22175936","","","","","","","","","","4460","4460","4460","","",""
"22176320","","","","","","","","","","","","","4841","4841","4841"
"22176704","","","","3165","3165","3165","","","","","","","4864","4864","4864"
"22176768","4284","4284","4284","","","","","","","","","","","",""
"22176832","4516","4516","4516","","","","","","","","","","","",""
"22176896","3827","3827","3827","","","","","","","","","","","",""
"22177472","","","","","","","","","","","","","4815","4815","4815"
"22177664","4648","4648","4648","","","","","","","","","","","",""
"22177920","4835","4835","4835","","","","","","","","","","","",""
"22178304","","","","4412","4412","4412","","","","","","","","",""
"22178880","","","","4485","4485","4485","","","","","","","4480","4480","4480"
"22178944","","","","","","","","","","4845","4845","4845","","",""
"22179072","","","","","","","","","","","","","4114","4114","4114"
"22179136","","","","","","","","","","4671","4671","4671","","",""
"22180032","","","","3878","3878","3878","","","","","","","","",""
"22180352","","","","3064","3064","3064","","","","","","","","",""
"22182016","","","","","","","","","","","","","4603","4603","4603"
"22182272","4812","4812","4812","","","","","","","","","","","",""
"22182592","","","","","","","","","","4886","4886","4886","","",""
"22182720","4368","4368","4368","","","","","","","","","","","",""
"22182912","","","","4877","4877","4877","","","","","","","","",""
"22183680","4893","4893","4893","","","","","","","","","","","",""
"22184704","","","","","","","","","","4655","4655","4655","","",""
"22184832","","","","4111","4111","4111","","","","","","","","",""
"22185024","","","","","","","","","","","","","4522","4522","4522"
"22185152","4609","4609","4609","","","","","","","4464","4464","4464","","",""
"22185984","","","","","","","","","","4819","4819","4819","","",""
"22186176","","","","4886","4886","4886","","","","","","","","",""
"22186816","","","","4521","4521","4521","","","","","","","","",""
"22186944","","","","3455","3455","3455","","","","","","","","",""
"22187328","","","","","","","","","","","","","4671","4671","4671"
"22187392","","","","","","","","","","4764","4764","4764","","",""
"22188736","","","","","","","","","","","","","4684","4684","4684"
"22189120","","","","","","","","","","4715","4715","4715","","",""
"22189184","","","","","","","-5000","-5000","-5000","","","","","",""
"22189440","","","","4881","4881","4881","","","","","","","","",""
"22189824","","","","","","","","","","4458","4458","4458","","",""
"22190144","","","","","","","","","","","","","4748","4748","4748"
"22190336","4797","4797","4797","","","","","","","","","","","",""
"22190848","","","","","","","","","","4723","4723","4723","","",""
"22191424","","","","","","","","","","","","","4804","4804","4804"
"22191616","","","","","","","","","","","","","4686","4686","4686"
"22191744","4460","4460","4460","","","","","","","","","","","",""
"22191808","","","","","","","","","","4395","4395","4395","","",""
"22192000","4844","4844","4844","","","","","","","4728","4728","4728","","",""
"22192576","","","","4473","4473","4473","","","","","","","","",""
"22192704","","","","","","","","","","4475","4475","4475","","",""
"22192768","","","","","","","","","","4696","4696","4696","","",""
"22192832","","","","4711","4711","4711","","","","","","","","",""
"22192960","","","","","","","","","","","","","4725","4725","4725"
"22193344","4508","4508","4508","","","","","","","4832","4832","4832","","",""
"22193408","","","","","","","","","","","","","4634","4634","4634"
"22193984","4830","4830","4830","","","","","","","4862","4862","4862","","",""
"22194112","","","","","","","-5000","-5000","-5000","","","","","",""
"22194368","","","","","","","","","","4330","4330","4330","","",""
"22194496","","","","","","","","","","","","","4556","4556","4556"
"22194688","4139","4139","4139","","","","","","","","","","","",""
"22195136","4761","4761","4761","","","","","","","","","","","",""
"22195264","","","","3628","3628","3628","","","","","","","","",""
"22197312","","","","","","","","","","","","","4365","4365","4365"
"22197696","3960","3960","3960","","","","","","","","","","","",""
"22198016","","","","3550","3550","3550","","","","","","","","",""
"22198272","","","","","","","","","","","","","4829","4829","4829"
"22198720","","","","","","","","","","4801","4801","4801","","",""
"22198848","","","","","","","-5000","-5000","-5000","","","","","",""
"22199872","4043","4043","4043","","","","","","","","","","","",""
"22200384","","","","","","","","","","3652","3652","3652","","",""
"22200448","","","","","","","","","","","","","4907","4907","4907"
"22201216","4604","4604","4604","","","","","","","","","","","",""
"22201536","","","","","","","","","","4643","4643","4643","","",""
"22201600","","","","3320","3320","3320","","","","","","","","",""
"22201920","","","","","","","","","","","","","4618","4618","4618"
"22202176","","","","","","","","","","4640","4640","4640","","",""
"22202496","","","","","","","","","","","","","4848","4848","4848"
"22202816","","","","","","","-5000","-5000","-5000","","","","","",""
"22202880","","","","","","","","","","","","","4832","4832","4832"
"22203136","4857","4857","4857","","","","","","","","","","","",""
"22204096","","","","","","","","","","4739","4739","4739","","",""
"22204928","4844","4844","4844","","","","","","","","","","","",""
"22205312","4685","4685","4685","","","","","","","","","","","",""
"22206336","","","","","","","","","","","","","4805","4805","4805"
"22206464","3996","3996","3996","","","","","","","","","","","",""
"22206656","","","","","","","-5000","-5000","-5000","","","","4371","4371","4371"
"22206720","","","","","","","-5000","-5000","-5000","4480","4480","4480","","",""
"22206784","4626","4626","4626","","","","","","","","","","","",""
"22207168","","","","","","","","","","3855","3855","3855","","",""
"22207296","4894","4894","4894","","","","","","","","","","","",""
"22207488","4153","4153","4153","","","","","","","","","","","",""
"22207616","4733","4733","4733","","","","","","","4518","4518","4518","","",""
"22207808","4522","4522","4522","","","","","","","","","","","",""
"22208320","","","","4558","4558","4558","","","","","","","","",""
"22208384","4206","4206","4206","","","","","","","","","","","",""
"22208576","","","","","","","","","","4672","4672","4672","","",""
"22208704","4672","4672","4672","","","","","","","","","","","",""
"22208832","4348","4348","4348","","","","","","","","","","4907","4907","4907"
"22208896","","","","3886","3886","3886","","","","","","","","",""
"22208960","","","","","","","","","","4735","4735","4735","","",""
"22209344","4402","4402","4402","","","","","","","","","","","",""
"22209728","","","","","","","","","","","","","4183","4183","4183"
"22209856","","","","","","","","","","","","","4733","4733","4733"
"22210304","4702","4702","4702","","","","","","","","","","","",""
"22210560","","","","","","","","","","4278","4278","4278","","",""
"22211200","","","","","","","","","","4547","4547","4547","","",""
"22211328","4672","4672","4672","","","","","","","","","","","",""
"22212032","4931","4931","4931","","","","","","","","","","","",""
"22212224","","","","","","","","","","4583","4583","4583","","",""
"22212288","4914","4914","4914","","","","","","","","","","","",""
"22212608","4505","4505","4505","","","","","","","","","","","",""
"22212800","","","","4885","4885","4885","","","","","","","","",""
"22212864","","","","","","","","","","4823","4823","4823","","",""
"22213056","","","","4607","4607","4607","","","","","","","","",""
"22213120","","","","","","","","","","3787","3787","3787","","",""
"22213696","","","","","","","","","","4562","4562","4562","","",""
"22214144","4693","4693","4693","","","","","","","","","","","",""
"22214272","","","","","","","","","","","","","4674","4674","4674"
"22214400","","","","4610","4610","4610","","","","","","","","",""
"22215424","2800","2800","2800","","","","","","","","","","","",""
"22215552","4815","4815","4815","","","","","","","","","","","",""
"22216704","","","","","","","","","","","","","4080","4080","4080"
"22217344","","","","4224","4224","4224","","","","","","","","",""
"22217664","4041","4041","4041","","","","","","","","","","","",""
"22217920","","","","4689","4689","4689","","","","","","","","",""
"22218112","","","","3620","3620","3620","","","","","","","","",""
"22218368","","","","","","","","","","","","","4742","4742","4742"
"22218624","","","","","","","","","","","","","3888","3888","3888"
"22219968","","","","","","","","","","4594","4594","4594","","",""
"22220288","","","","","","","","","","","","","4734","4734","4734"
"22220352","3834","3834","3834","","","","","","","","","","","",""
"22220672","4710","4710","4710","","","","","","","","","","","",""
"22220928","4752","4752","4752","","","","","","","","","","","",""
"22221952","4749","4749","4749","4724","4724","4724","","","","","","","","",""
"22222528","","","","","","","","","","4785","4785","4785","","",""
"22223936","","","","4125","4125","4125","","","","","","","","",""
"22224128","","","","4386","4386","4386","","","","","","","","",""
"22224320","","","","","","","","","","","","","4797","4797","4797"
"22225152","","","","","","","","","","4527","4527","4527","","",""
"22225472","4878","4878","4878","","","","","","","","","","","",""
"22225536","","","","3857","3857","3857","","","","","","","","",""
"22226048","","","","","","","","","","4393","4393","4393","","",""
"22226304","4512","4512","4512","","","","","","","","","","","",""
"22226368","","","","","","","","","","3977","3977","3977","","",""
"22227008","","","","","","","","","","4001","4001","4001","","",""
"22227200","","","","","","","","","","","","","4894","4894","4894"
"22227456","","","","","","","","","","4901","4901","4901","","",""
"22227648","4550","4550","4550","","","","","","","","","","","",""
"22227840","","","","","","","","","","","","","4538","4538","4538"
